"locations_id","geonames_id","wikidata_id","emlo_location_id","locations_name_modern","locations_name_in_edition","locations_modern_state","locations_modern_province","locations_lat","locations_lng","locations_ll_combined","locations_further_annotation"
"markgröningen_DE_gid_2873369","2873369","Q13896","","Markgröningen","Markgröningen (Württemberg)","Germany","Baden-Wurttemberg","48.90493","9.08059","48.90493, 9.08059",""
"milano_IT_gid_3173435","3173435","Q490","e2360578-72bf-46a0-a35c-a5b7a3d95f07","Milan","Mailand","Italy","Lombardy","45.46427","9.18951","45.46427, 9.18951",""
"mirandola_IT_gid_3173370","3173370","Q100065","8135c5b8-d40e-49da-b9b9-5eee05d83f59","Mirandola","Mirandola","Italy","Emilia-Romagna","44.88515","11.06902","44.88515, 11.06902",""
"mollis_CH_gid_2659636","2659636","Q644055","","Mollis","Mollis/Glarus","Switzerland","Glarus","47.08878","9.07242","47.08878, 9.07242",""
"monastery_rebdorf_DE_gid_unknown","Unknown","Q1775841","a866035c-def4-478c-9450-64b56cf7c2a6","Monastery Rebdorf","Kloster Rebdorf","Germany","Bavaria","48.8881","11.1676","48.8881, 11.1676","LL from Klosterdatenbank GS"
"motterwitz_DE_gid_2868990","2868990","Q14912881","","Motterwitz","Motterwitz","Germany","Saxony","51.19637","12.88132","51.19637, 12.88132",""
"munich_DE_gid_2867714","2867714","Q1726","b82db615-6917-4296-bb58-f6afca279bc5","Munich","München","Germany","Bavaria","48.13743","11.57549","48.13743, 11.57549",""
"napoli_IT_gid_3172394","3172394","Q2634","4783945c-e15d-47c7-877e-5f2fe2d6ca62","Naples","Naples","Italy","Campania","40.85631","14.24641","40.85631, 14.24641",""
"neuburg_an_der_donau_DE_gid_2866070","2866070","Q125652","cd146d9d-fe1c-4b48-be5b-bbb07021096c","Neuburg an der Donau","Neuburg/Donau // Neuburg","Germany","Bavaria","48.73218","11.18709","48.73218, 11.18709",""
"neuenstein_DE_gid_2865557","2865557","Q2242619","","Neuenstein","Neuenstein","Germany","Baden-Wurttemberg","49.2049","9.58","49.2049, 9.58",""
"neumarkt_in_der_oberpfalz_DE_gid_2864549","2864549","Q14887","74bb984b-d9da-4923-bafe-ce99a6e584c4","Neumarkt in der Oberpfalz","Neumarkt","Germany","Bavaria","49.28028","11.46278","49.28028, 11.46278",""
"neunhof_DE_gid_2864443","2864443","Q614790","5f9dac3c-af1f-47e9-a3bb-385725baa768","Neunhof","Neunhof","Germany","Bavaria","49.55495","11.23017","49.55495, 11.23017",""
"neustadt_an_der_aisch_DE_gid_2864057","2864057","Q31503","b84ef3ea-3a1c-4b5d-b07f-538a71a8f281","Neustadt an der Aisch","Neustadt an der Aisch","Germany","Bavaria","49.57953","10.61126","49.57953, 10.61126",""
"nördlingen_DE_gid_2861914","2861914","Q489902","fae96056-702a-468a-9922-61e943795085","Nördlingen","Nördlingen","Germany","Bavaria","48.85122","10.48868","48.85122, 10.48868",""
"nürnberg_DE_gid_2861650","2861650","Q2090","53985e7b-dced-4cb1-b213-5dab0fdcc5b1","Nuremberg","Nürnberg","Germany","Bavaria","49.45421","11.07752","49.45421, 11.07752",""
"nürnberg_katharinenkloster_DE_gid_unknown","Unknown","Q1736108","d5d46be3-3de7-4291-8a35-f1b018c86fe1","Katharinenkloster Nürnberg","Nürnberg, Katharinenkloster","Germany","Bavaria","49.451667","11.081944","49.451667, 11.081944","LL from Klosterdatenbank GS"
"nürnberg_klarissenkloster_st_klara_DE_gid_unknown","Unknown","Q1316166","49e6e99e-d894-4721-bf8d-e89925f26131","Klarissenkloster St. Klara","Nürnberg, Klarakloster","Germany","Bavaria","49.4486","11.0794","49.4486, 11.0794","LL from Klosterdatenbank GS"
"nürtingen_DE_gid_2861632","2861632","Q14853","643e5258-3c3f-45dc-b39c-b18632c68ed4","Nürtingen","Nürtingen","Germany","Baden-Wurttemberg","48.62565","9.34203","48.62565, 9.34203",""
"oberlimpurg_DE_gid_unknown","Unknown","Q1012977","","Oberlimpurg","Oberlimpurg","Germany","Baden-Wurttemberg","49.1067","9.74694","49.1067, 9.74694",""
"ochsenfurt_DE_gid_2858333","2858333","Q504849","","Ochsenfurt","Ochsenfurt, on the Main","Germany","Bavaria","49.66429","10.06227","49.66429, 10.06227",""
"oleśnica_PL_gid_3090170","3090170","Q138229","d41c4c2b-bca6-40b6-a034-c0bdba0c21d4","Oleśnica","Öls","Poland","Lower Silesia","51.21338","17.38986","51.21338, 17.38986",""
"orléans_FR_gid_2989317","2989317","Q6548","90e31530-9678-4ad3-9ff9-77329fcd4b9b","Orléans","Orléans","France","Centre-Val de Loire","47.90289","1.90389","47.90289, 1.90389",""
"padova_IT_gid_3171728","3171728","Q617","f890d861-0f88-4b0e-a03d-62b589cd07cb","Padua","Padua","Italy","Veneto","45.40797","11.88586","45.40797, 11.88586",""
"palencia_ES_gid_3114531","3114531","Q8378","d7446547-cb95-469c-b247-122264d0acaf","Palencia","Palencia","Spain","Castille and León","42.00955","-4.52406","42.00955, -4.52406",""
"pamplona_ES_gid_3114472","3114472","Q10282","4affb45d-e5d9-490c-95f2-f1d89eb30f05","Pamplona","Pamplona","Spain","Navarre","42.81687","-1.64323","42.81687, -1.64323",""
"passau_DE_gid_2855328","2855328","Q4190","ef5e4b59-9676-4d70-a18f-1d5f2f04f629","Passau","Passau","Germany","Bavaria","48.5665","13.43122","48.5665, 13.43122",""
"pavia_IT_gid_3171366","3171366","Q6259","79651d1a-055e-40fe-b179-576dfa52b43f","Pavia","Pavia","Italy","Lombardy","45.19205","9.15917","45.19205, 9.15917",""
"pest_HU_gid_3046446","3046446","Q210205","","Pest","Pest","Hungary","Budapest","47.5","19.03333","47.5, 19.08333",""
"pforzheim_DE_gid_2853969","2853969","Q3046","8d1d14cd-7a95-482d-9aa6-73e19dabe040","Pforzheim","Pforzheim","Germany","Baden-Wurttemberg","48.88436","8.69892","48.88436, 8.69892",""
"pfunds_AT_gid_2768905","2768905","Q700407","a94668a1-f569-4578-9558-e42929eab509","Pfunds","Pfunds","Austria","Tyrol","46.96667","10.55","46.96667, 10.55",""
"pillenreuth_abbey_DE_gid_unknown","Unknown","Q1775797","d8ddc7f3-58d6-4cb5-821b-2d2e236e7506","Pillenreuth Abbey","Kloster Pillenreuth","Germany","Bavaria","49.3792","11.0781","49.3792, 11.0781","LL from Klosterdatenbank GS"
"prague_CZ_gid_3067696","3067696","Q1085","f59e87af-3d37-4914-aaef-f5338f2688ed","Prague","Prag","Czech Republic","Hlavní město Praha","50.08804","14.42076","50.08804, 14.42076",""
"rabenau_DE_gid_2851262","2851262","Q8218","","Rabenau","Rabenau","Germany","Saxony","50.96484","13.64305","50.96484, 13.64305",""
"rain_DE_gid_2850808","2850808","Q503737","","Rain","Rain","Germany","Bavaria","48.69029","10.91611","48.69029, 10.91611",""
"ravensburg_DE_gid_2849802","2849802","Q6832","651625b3-2e05-431b-b08a-a4cf9ae77db3","Ravensburg","Ravensburg","Germany","Baden-Wurttemberg","47.78198","9.61062","47.78198, 9.61062",""
"regensburg_DE_gid_2849483","2849483","Q2978","6627736a-699f-480a-b6ca-897d288fe960","Regensburg","Regensburg","Germany","Bavaria","49.01513","12.10161","49.01513, 12.10161",""
"roding_DE_gid_2845924","2845924","Q273949","78087e0e-40c2-421d-b4af-5a7c793bab1e","Roding","Roding","Germany","Bavaria","49.19426","12.51956","49.19426, 12.51956",""
"rome_IT_gid_3169070","3169070","Q220","ae5440ad-0030-41ed-b2e3-c74d8b57d854","Rome","Rom // Rome","Italy","Lazio","41.89193","12.51133","41.89193, 12.51133",""
"rotterdam_NL_gid_2747891","2747891","Q34370","6674b831-b714-4e11-b58b-1ad4430f8ac7","Rotterdam","Rotterdam","Netherlands","South Holland","51.9225","4.47917","51.9225, 4.47917",""
"rouffach_FR_gid_2982636","2982636","Q149087","b40bb4ac-db96-4516-9291-3a900a0f345a","Rouffach","Rufach/Oberelsass","France","Grand Est","47.95786","7.30016","47.95786, 7.30016",""
"salzburg_AT_gid_2766824","2766824","Q34713","b76dba66-7c64-4891-a555-8b83b596619f","Salzburg","Salzburg","Austria","Salzburg","47.79941","13.04399","47.79941, 13.04399",""
"sankt_gallen_CH_gid_2658822","2658822","Q25607","1d0548c2-8d3d-4d0e-ad5a-d5cc3dd9cf4e","Saint Gallen","St Gallen","Switzerland","Saint Gallen","47.42391","9.37477","47.42391, 9.37477",""
"sassenberg_DE_gid_2841351","2841351","Q2794","185999c5-ef40-4e48-8817-3f16bc4ab761","Sassenberg","Sassenberg bei Warendorf/Westfalen","Germany","North Rhine-Westphalia","51.99223","8.04068","51.99223, 8.04068",""
"schloss_münchsdorf_DE_gid_unknown","Unknown","Q17591790","9d3245c5-2833-4f1c-8009-1d85643cf0f9","Schloss Münchsdorf","Schloß Münchsdorf","Germany","Bavaria","48.588261","12.903188","48.588261, 12.903188",""
"schloss_schillingsfürst_DE_gid_unknown","Unknown","Q14912575","da3d4819-7b9f-4781-b4f9-b3707eb67189","Schloss Schillingsfürst","Schillingsfürst","Germany","Bavaria","49.289997","10.257241","49.289997, 10.257241",""
"schloss_schwarzenberg_bei_scheinfeld_DE_gid_unknown","Unknown","Q527228","4bf189a4-89aa-49a6-8394-b0e9f3c1ec10","Schloss Schwarzenberg (Scheinfeld)","Schloß Schwarzenberg b. Scheinfeld","Germany","Bavaria","49.671848","10.473292","49.671848, 10.473292",""
"schloss_schwarzenburg_gid_unknown","Unknown","Q1013937","77d1405c-c2f5-4b2a-ae89-d670dae627df","Schloß Schwarzenburg","Schloß Schwarzenburg ober Rötz i. d. Obpf","Germany","Bavaria","49.354251","12.490547","49.354251, 12.490547",""
"schnaittach_DE_gid_2837572","2837572","Q520932","","Schnaittach","Schnaittach","Germany","Bavaria","49.55958","11.34328","49.55958, 11.34328",""
"schwabach_DE_gid_2835537","2835537","Q14889","e723c0d8-22a5-4197-b4da-7d0abae616ba","Schwabach","Schwabach","Germany","Bavaria","49.33047","11.02346","49.33047, 11.02346",""
"schwäbisch_gmünd_DE_gid_2835482","2835482","Q4037","","Schwäbisch Gmünd","prob. Schwäbisch-Gmünd","Germany","Baden-Wurttemberg","48.79947","9.79809","48.79947, 9.79809",""
"schwäbisch_hall_DE_gid_2835481","2835481","Q14910","2de6ebe1-658c-4c51-9ef8-b5b9a6da48b3","Schwäbisch Hall","Schwäbisch Hall","Germany","Baden-Wurttemberg","49.11127","9.73908","49.11127, 9.73908",""
"Schwabmünchen_DE_gid_2835477","2835477","Q509676","","Schwabmünchen","Schwabmünchen","Germany","Bavaria","48.17928","10.75675","48.17928, 10.75675",""
"schweinfurt_DE_gid_2834498","2834498","Q4126","135b5147-a3e1-4832-916c-6593f7b8ab1f","Schweinfurt","Schweinfurt in Franken","Germany","Bavaria","50.04937","10.22175","50.04937, 10.22175",""
"sélestat_FR_gid_2975233","2975233","Q22737","26ba1e48-21c3-4b39-9bc4-3a954c9058f1","Sélestat","Schlettstadt","France","Grand Est","48.26667","7.45","48.26667, 7.45",""
"sevilla_ES_gid_2510911","2510911","Q8717","e5bc48e5-4054-4295-9690-d652660702b3","Seville","Sevilla","Spain","Andalusia","37.38283","-5.97317","37.38283, -5.97317",""
"siegen_DE_gid_2832495","2832495","Q3167","fb85a235-3c51-4dd8-b96f-3fa460160fa7","Siegen","Siegen","Germany","North Rhine-Westphalia","50.87481","8.02431","50.87481, 8.02431",""
"siena_IT_gid_3166548","3166548","Q2751","3e0ef694-2cf9-4f99-be72-6af34db63206","Siena","Siena","Italy","Tuscany","43.31822","11.33064","43.31822, 11.33064",""
"solothurn_CH_gid_2658564","2658564","Q68965","b6ece27b-aaa1-4359-acd0-1842174f5069","Solothurn","Solothurn","Switzerland","Solothurn","47.20791","7.53714","47.20791, 7.53714",""
"spalt_DE_gid_2830849","2830849","Q312335","","Spalt","Spalt","Germany","Bavaria","49.17553","10.92453","49.17553, 10.92453",""
"spandau_DE_gid_7290252","7290252","Q158083","1a21f9b6-746b-4163-b44b-c91da6b8cead","Spandau","Spandau","Germany","Land Berlin","52.5511","13.19921","52.5511, 13.19921",""
"steckelberg_castle_DE_gid_unknown","Unknown","Q1014079","ebcf5b10-1ea4-4833-929b-99ce4f8d602c","Burg Steckelberg","Steckelberg","Germany","Hesse","50.336944","9.620278","50.336944, 9.620278",""
"strasbourg_FR_gid_2973783","2973783","Q6602","0d580846-853d-451a-9252-a41c6466ea33","Strasbourg","Straßburg // Strasbourg","France","Grand Est","48.58342","7.74296","48.58342, 7.74296",""
"strinz_trinitatis_DE_gid_2825809","2825809","Q2356375","","Strinz-Trinitatis","Strinz in the Taunus","Germany","Hesse","50.23627","8.15559","50.23627, 8.15559",""
"stuttgart_DE_gid_2825297","2825297","Q1022","e22610af-1960-457a-aa5e-25d2fae97c05","Stuttgart","Stuttgart","Germany","Baden-Wurttemberg","48.78232","9.17702","48.78232, 9.17702",""
"sulzfeld_am_main_DE_gid_2824738","2824738","Q506608","","Sulzfeld am Main","Sulzfeld/Unterfranken","Germany","Bavaria","49.70694","10.13248","49.70694, 10.13248",""
"tannroda_DE_gid_2824027","2824027","Q1623457","","Tannroda","Tannroda","Germany","Thuringia","50.85952","11.24648","50.85952, 11.24648",""
"toledo_ES_gid_2510409","2510409","Q5836","b3691ed5-d240-4dfd-973f-c2ad366946e1","Toledo","Toledo","Spain","Castille-La Mancha","39.8581","-4.02263","39.8581, -4.02263",""
"torgau_DE_gid_2821807","2821807","Q12062","911bf9a7-5dfa-4190-a57d-12a49c72fe1f","Torgau","Torgau","Germany","Saxony","51.56016","12.99617","51.56016, 12.99617",""
"toulouse_FR_gid_2972315","2972315","Q7880","b36eb437-3c6c-402f-a75d-f907b9210584","Toulouse","Toulouse","France","Occitanie","43.60426","1.44367","43.60426, 1.44367",""
"tours_FR_gid_2972191","2972191","Q288","88de5817-5ac8-4b6b-a933-1229216d2460","Tours","Tours","France","Centre-Val de Loire","47.38333","0.68333","47.38333, 0.68333",""
"trento_IT_gid_3165243","3165243","Q3376","7c42293a-790e-4a88-9888-2654e4163fa0","Trento","Trient // Trent","Italy","Trentino-Alto Adige","46.06787","11.12108","46.06787, 11.12108",""
"trier_DE_gid_2821164","2821164","Q3138","9c8d4cd2-1327-4046-af38-669a29b93d16","Trier","Trier","Germany","Rheinland-Pfalz","49.75565","6.63935","49.75565, 6.63935",""
"trittenheim_DE_gid_2821081","2821081","Q662479","","Trittenheim","Trittenheim","Germany","Rheinland-Pfalz","49.82471","6.89929","49.82471, 6.89929",""
"trogir_HR_gid_3188763","3188763","Q189161","d1bb08fd-eb66-43f8-a62b-d855d62889f1","Trogir","Trogir","Croatia","Split-Dalmatia","43.5125","16.25167","43.5125, 16.25167",""
"tübingen_DE_gid_2820860","2820860","Q3806","4d68fd97-7122-4b4c-a9f6-dae1662c93ee","Tübingen","Tübingen","Germany","Baden-Wurttemberg","48.52266","9.05222","48.52266, 9.05222",""
"ufenau_CH_gid_7669974","7669974","Q303431","","Ufenau","Insel Ufenau im Zürichsee","Switzerland","Schwyz","47.21693","8.77839","47.21693, 8.77839",""
"ulm_DE_gid_2820256","2820256","Q3012","14b4d25d-8993-40d3-94c3-df2eaea87bfa","Ulm","Ulm","Germany","Baden-Wurttemberg","48.39841","9.99155","48.39841, 9.99155",""
"unknown_location_in_bavaria_DE_gid_unknown","Unknown","","","Unknown Location in Bavaria","Aus Bayern","Germany","Bavaria","","","",""
"unknown_location_in_germany_DE_gid_unknown","Unknown","","688c9343-7208-41cb-8997-a4c2d3a429e6","Unknown Location in Germany","Unknown, in a prison in Brandenburg","Germany","Unknown","","","",""
"unknown_location_in_italy_IT_gid_unknown","Unknown","","6851bdbb-c4fa-4b58-8096-dd5153da907b","Unknown Location in Italy","Unknown location in Italy // Unknown, in Italy","Italy","Unknown","","","",""
"unknown_location_XX_gid_unknown","Unknown","","","Unknown Location","Unknown","Unknown","Unknown","","","",""
"unknown_loction_in_friaul_IT_gid_unknown","Unknown","","","Unknown Location in Friaul","Friaul","Italy","Friuli Venezia Giulia","","","",""
"utrecht_NL_gid_2745912","2745912","Q39297398","d4df9d5e-a62c-47d5-b730-0a589b976555","Utrecht","Utrecht","Netherlands","Utrecht","52.09083","5.12222","52.09083, 5.12222",""
"valladolid_ES_gid_3106672","3106672","Q8356","15dbeb6c-ef51-40ef-a1d6-82437e7dd341","Valladolid","Valladolid","Spain","Castille and León","41.65518","-4.72372","41.65518, -4.72372",""
"venice_IT_gid_3164603","3164603","Q641","3cd4a6dc-be16-45a6-b06f-1cb30158b4a6","Venice","Venedig","Italy","Veneto","45.43713","12.33265","45.43713, 12.33265",""
"vienna_AT_gid_2761369","2761369","Q1741","c0b1e887-b6c0-4fc8-97d8-63d238d0603f","Vienna","Wien","Austria","Vienna","48.20849","16.37208","48.20849, 16.37208",""
"waischenfeld_DE_gid_2815297","2815297","Q503128","80f0ed5e-4535-4c96-be06-a072ed8a9c76","Waischenfeld","Waischenfeld","Germany","Bavaria","49.84645","11.3481","49.84645, 11.3481",""
"waldenburg_DE_gid_2815075","2815075","Q507721","","Waldenburg","Waldenburg im Hohenloher Land","Germany","Baden-Wurttemberg","49.18468","9.63994","49.18468, 9.63994",""
"waldkirch_DE_gid_2814883","2814883","Q505447","6afb2e8d-bcd2-4be1-8eca-46fd2a5996c5","Waldkirch","Waldkirch","Germany","Baden-Wurttemberg","48.09585","7.96371","48.09585, 7.96371",""
"weidenstetten_DE_gid_2812958","2812958","Q515176","","Weidenstetten","Weidenstetten bei Ulm","Germany","Baden-Wurttemberg","48.5525","9.9961","48.5525, 9.9961",""
"weil_der_stadt_DE_gid_2812625","2812625","Q505147","412b485e-cae0-44bd-bd55-984afec1eb63","Weil der Stadt","Weil der Stadt","Germany","Baden-Wurttemberg","48.74953","8.87176","48.74953, 8.87176",""
"weinsberg_DE_gid_2812158","2812158","Q1584","b4402c38-7052-462d-a394-030ee0201f89","Weinsberg","Weinsberg","Germany","Baden-Wurttemberg","49.15127","9.28762","49.15127, 9.28762",""
"weißenburg_in_bayern_DE_gid_2811909","2811909","Q44500","51a92389-7ec2-43a9-9e03-6a5f24950625","Weißenburg in Bayern","Weißenburg in Bayern","Germany","Bavaria","49.03095","10.97221","49.03095, 10.97221",""
"wels_AT_gid_2761524","2761524","Q178582","59d25a88-f4cc-4217-abd9-c9bdd11684f9","Wels","Wels (Oberösterreich)","Austria","Upper Austria","48.16667","14.03333","48.16667, 14.03333",""
"wendelstein_DE_gid_2811292","2811292","Q522236","","Wendelstein","Wendelstein bei Schwabach/Mittelfranken","Germany","Bavaria","49.3523","11.15069","49.3523, 11.15069",""
"wertheim_DE_gid_2810716","2810716","Q61912","5360d7c4-9e33-47be-98f9-8abdbf4380b2","Wertheim am Main","Wertheim","Germany","Baden-Wurttemberg","49.759","9.50852","49.759, 9.50852",""
"wiener_neustadt_AT_gid_2761353","2761353","Q131612","3efe0a30-cfe3-4910-8028-351f14cb45c8","Wiener Neustadt","Wiener Neustadt","Austria","Lower Austria","47.8","16.25","47.8, 16.25",""
"wiesensteig_DE_gid_2809214","2809214","Q80854","4f99fcfa-eab6-4838-893f-1fcc62b49c45","Wiesensteig","Wiesensteig // Wiesensteig bei Göppingen","Germany","Baden-Wurttemberg","48.56127","9.6254","48.56127, 9.6254",""
"wildberg_DE_gid_2809013","2809013","Q264503","c883d7aa-3638-44fb-949e-bc82bf3204cc","Wildberg","Wildberg/Württ.","Germany","Baden-Wurttemberg","48.62336","8.74518","48.62336, 8.74518",""
"wildhaus_CH_gid_2657988","2657988","Q597413","","Wildhaus","Wildhaus - St Gallen - Switzerland","Switzerland","Saint Gallen","47.20583","9.35402","47.20583, 9.35402",""
"wipfeld_DE_gid_2807625","2807625","Q547905","","Wipfeld","Wipfeld bei Schweinfurt","Germany","Bavaria","49.91667","10.16667","49.91667, 10.16667",""
"wittenberg_DE_gid_7303020","7303020","Q6837","6890c8e8-110d-4bff-acec-54caded99f5d","Wittenberg","Wittenberg","Germany","Saxony-Anhalt","51.8661","12.64973","51.8661, 12.64973",""
"wrocław_PL_gid_3081368","3081368","Q1799","a3630049-f32e-4e7c-82bf-ab64d792ccbb","Wroclaw","Breslau","Poland","Lower Silesia","51.1","17.03333","51.1, 17.03333",""
"würzburg_DE_gid_2805615","2805615","Q2999","8866d7bc-1feb-4735-a6f3-ea4c3747a228","Würzburg","Würzburg","Germany","Bavaria","49.79391","9.95121","49.79391, 9.95121",""
"zeil_DE_gid_2805008","2805008","Q184873","6b7c92ce-e9a1-47d0-b565-734f78b13ade","Zeil","Zeil am Main","Germany","Bavaria","50.00986","10.5947","50.00986, 10.5947",""
"zeitz_DE_gid_2804922","2804922","Q16087","d942c70b-b457-42b9-bea9-9e75be41cd29","Zeitz","[Zeitz]","Germany","Saxony-Anhalt","51.04962","12.1369","51.04962, 12.1369",""
"zürich_CH_gid_2657896","2657896","Q72","2df24ec5-47e7-449b-8e08-cbc6258c6cb0","Zürich","Zürich","Switzerland","Zurich","47.36667","8.55","47.36667, 8.55",""
"zwickau_DE_gid_2803560","2803560","Q3778","2e9a286f-dfba-46b5-a2a5-1f92a34a4ea8","Zwickau","Zwickau","Germany","Saxony","50.72724","12.48839","50.72724, 12.48839",""
"bad_windsheim_DE_gid_2953314","2953314","Q132278","26db4876-368f-4504-93df-a7e9a1c47984","Bad Windsheim","Windsheim","Germany","Bavaria","49.50274","10.41539","49.50274, 10.41539",""
"speyer_DE_gid_2830582","2830582","Q6829","822b5edf-549d-49cd-a218-181f099b551c","Speyer","Speier","Germany","Rheinland-Pfalz","49.32083","8.43111","49.32083, 8.43111",""
