"letters_id","letter_no_in_edition","sender_id","sender_as_marked","sender_inferred","sender_uncertain","recipient_id","recipient_as_marked","recipient_inferred","recipient_uncertain","label","send_date_year1","send_date_month1","send_date_day1","send_date_computable1","send_date_has_range","send_date_year2","send_date_month2","send_date_day2","send_date_computable2","send_date_as_marked","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_as_marked","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_as_marked","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x","further_annotation"
"era_cwe_2105","2105 [CWE] // 2105 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","a20b6be9-28f9-46c7-b8cd-b6a0014d7d15","Giambattista Egnazio [CWE]","0","0","2105 To Giambattista Egnazio Basel, 21 February 1529 [CWE]","1529","2","21","1529-02-21","0","1529","2","21","1529-02-21","21 February 1529 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","venice_IT_gid_3164603","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2116","2116 [CWE] // 2116 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","b680758a-3438-4879-a9ef-2f17ea220357","Johann Lotzer [CWE]","0","0","2116 To Johann Lotzer Basel, 8 March 1529 [CWE]","1529","3","8","1529-03-08","0","1529","3","8","1529-03-08","8 March 1529 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","heidelberg_DE_gid_2907911","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2120","2120 [CWE] // 2120 [ALLEN]","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","Johannes Cochlaeus [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","2120 From Johannes Cochlaeus Dresden, 13 March 1529 [CWE]","1529","3","13","1529-03-13","0","1529","3","13","1529-03-13","13 March 1529 [CWE]","0","0","0","dresden_DE_gid_2935022","Dresden [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2123","2123 [CWE] // 2123 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","bc50a443-ba15-40b1-a604-f5d5fbe99467","Balthasar Merklin [CWE]","0","0","2123 To Balthasar Merklin Basel, 13 March 1529 [CWE]","1529","3","15","1529-03-15","0","1529","3","15","1529-03-15","15 March 1529 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","speyer_DE_gid_2830582","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2137","2137 [CWE] // 2137 [ALLEN]","c7280d05-7044-4b72-9af8-5dcff8b57743","Hermann von Neuenahr [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","2137 From Hermann von Neuenahr Speyer, 31 March 1529 [CWE]","1529","3","31","1529-03-31","0","1529","3","31","1529-03-31","31 March 1529 [CWE]","0","0","0","speyer_DE_gid_2830582","Speyer [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2143","2143 [CWE] // 2143 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","Johannes Cochlaeus [CWE]","0","0","2143 To Johannes Cochlaeus Basel, 1 April 1529 [CWE]","1529","4","1","1529-04-01","0","1529","4","1","1529-04-01","1 April 1529 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","dresden_DE_gid_2935022","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2147","2147 [CWE] // 2147 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1d206913-3666-4b58-9ec3-ff95863e8f94","Johannes Oecolampadius [CWE]","0","0","2147 To Johannes Oecolampadius [Basel, c 10 April 1529] [CWE]","1529","4","10","1529-04-10","0","1529","4","10","1529-04-10","[c 10 April 1529] [CWE]","1","1","0","basel_CH_gid_2661604","[Basel] [CWE]","1","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2158","2158 [CWE] // 2158 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","d9233b24-a98c-4279-8065-e2ab70c0d080","Willibald Pirckheimer [CWE]","0","0","2158 To Willibald Pirckheimer Freiburg, 9 May 1529 [CWE]","1529","5","9","1529-05-09","0","1529","5","9","1529-05-09","9 May 1529 [CWE]","0","0","0","freiburg_DE_gid_2925177","Freiburg [CWE]","0","0","nürnberg_DE_gid_2861650","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2164","2164 [CWE] // 2164 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","7e4be060-6388-4fe4-b5f2-d5931ac9be71","Konrad von Thüngen [CWE]","0","0","2164 To Konrad von Thüngen Freiburg, 16 May 1529 [CWE]","1529","5","16","1529-05-16","0","1529","5","16","1529-05-16","16 May 1529 [CWE]","0","0","0","freiburg_DE_gid_2925177","Freiburg [CWE]","0","0","würzburg_DE_gid_2805615","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_2166","2166 [CWE] // 2166 [ALLEN]","bc50a443-ba15-40b1-a604-f5d5fbe99467","Balthasar Merklin [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","2166 From Balthasar Merklin Waldkirch, 19 May 1529 [CWE]","1529","5","19","1529-05-19","0","1529","5","19","1529-05-19","19 May 1529 [CWE]","0","0","0","waldkirch_DE_gid_2814883","Waldkirch [CWE]","0","0","freiburg_DE_gid_2925177","","1","0","latin","familiar letter","letter_1_to_1","NULL"
