"Number of letters written by Pirckheimer","Percentage of the number of letters written by Pirckheimer of the total number of letters in the dataset","Number of letters written to Pirckheimer","Percentage of the number of letters written to Pirckheimer of the total number of letters in the dataset"
"305","22.4","1055","77.6"
