"Total number of correspondents for whom the dataset contains only letters written to them by Pirckheimer but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written to them by Pirck but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains only letters written by them to Pirckheimer but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written by them to Pirckheimer but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains a reciprocal correspondence with Pirckheimer","Percentage of the total number of correspondents for whom the dataset contains a reciprocal correspondence with Pirckheimer of the total number of correspondents"
"42","15.6","158","58.7","69","25.7"
