"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2","colour"
"amelius_georg_viaf_57427674","individual","male","Georgius AMELIUS","unknown_location_in_moravia_CZ_gid_unknown","Unknown, in Moravia",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1541,"1541-10-28",0,1541,"#525252"
"amerbach_bonifacius_viaf_34528701","individual","male","Bonifacius AMERBACH","basel_CH_gid_2661604","Basel",1495,"1495-10-11",0,1495,"1495-10-11","basel_CH_gid_2661604","Basel",1562,"1535-04-24",1,1562,"#525252"
"ammonius_levinus_viaf_unknown","individual","male","Levinus AMMONIUS","gent_BE_gid_2797656","Ghent",1488,"1488-04-13",0,1488,"1488-04-13","gent_BE_gid_2797656","Ghent",1557,"1557-03-19",0,1557,"#525252"
"antonin_jan_viaf_300229095","individual","male","Jan ANTONIN","košice_SK_gid_724443","Kassa (now Košice)",1499,"1499-01-01",1,1499,"1499-12-31","kraków_PL_gid_3094802","Cracow",1549,"1549-01-01",1,1549,"#525252"
"anton_gurk_bischof_viaf_80560287","individual","male","Antonio HOYOS de Salamanca","unknown_location_in_spain_ES_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1551,"1551-01-01",1,1551,"#525252"
"aytta_wigle_van_viaf_56619243","individual","male","Viglius ZUICHEMUS","wirdum_NL_gid_2744327","Wirdum",1507,"1507-10-19",0,1507,"1507-10-19","brussels_BE_gid_2800866","Brussels",1577,"1577-05-08",0,1577,"#525252"
"baer_ludwig_viaf_57525097","individual","male","Ludwig BAER","basel_CH_gid_2661604","[Basel:CK]",1479,"1497-05-24",0,1479,"1497-05-24","freiburg_DE_gid_2925177","Freiburg",1554,"1554-04-14",0,1554,"#525252"
"balthasar_konstanz_bischof_viaf_42723378","individual","male","Balthasar MERKLIN","waldkirch_DE_gid_2814883","Waldkirch, near Freiburg",1479,"1479-01-01",1,1479,"1479-12-31","trier_DE_gid_2821164","Trier",1531,"1531-05-28",0,1531,"#fdb863"
"barbier_pierre_viaf_unknown","individual","male","Pierre BARBIER","arras_FR_gid_3036784","prob. Arras",NA,"0000-00-00",1,NA,"0000-00-00","tournai_BE_gid_2785341","Tournai",1551,"1551-12-07",1,1552,"#525252"
"barlandus_hubertus_viaf_9990971","individual","male","Hubertus BARLANDUS","baarland_NL_gid_2759562","Baarland, south of Goes",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1544,"1544-08-02",1,NA,"#525252"
"bembo_pietro_viaf_54144140","individual","male","Pietro BEMBO","venice_IT_gid_3164603","Venedig",1470,"1470-05-20",0,1470,"1470-05-20","rome_IT_gid_3169070","Rom",1547,"1547-01-18",0,1547,"#525252"
"bercin_antoine_viaf_unknown","individual","male","Antoine BERCIN","unknown_location_in_france_FR_gid_unknown","Unknown",1490,"1490-01-01",1,1490,"1490-12-31","unknown_location_XX_gid_unknown","Unknown",1537,"1537-02-26",1,1538,"#525252"
"blount_william_viaf_212831990","individual","male","William BLOUNT","barton_under_needwood_GB_viaf_2656207","Barton, in Staffordshire",1478,"1478-01-01",1,1478,"1478-12-31","unknown_location_XX_gid_unknown","Unknown",1534,"1534-11-08",0,1534,"#525252"
"bonvalot_françois_viaf_unknown","individual","male","François BONVALOT","besançon_FR_gid_3033123","Besançon",NA,"0000-00-00",1,NA,"0000-00-00","besançon_FR_gid_3033123","Besançon",1560,"1560-12-14",0,1560,"#525252"
"botzheim_johannes_von_viaf_40125681","individual","male","Johann von BOTZHEIM","sasbach_DE_gid_2841380","Sasbach (Baden)",NA,"0000-00-00",1,NA,"0000-00-00","überlingen_DE_gid_2820577","Überlingen",1535,"1535-03-01",1,1535,"#525252"
"bovollino_martino_viaf_233179910","individual","male","Martinus BOVOLINUS","mesocco_CH_gid_2659676","Mesocco, in Mesolcina",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,1531,"#525252"
"brodarics_istván_viaf_64438742","individual","male","István BRODARICS","unknown_location_in_croatia_HR_gid_unknown","Unknown, probably in Slavonia",NA,"0000-00-00",1,NA,"0000-00-00","vác_HU_gid_3043293","Vác",1539,"1539-11-08",0,1539,"#525252"
"cantiuncula_claudius_viaf_74646923","individual","male","Claudius CANTIUNCULA","metz_FR_gid_2994160","Metz",1490,"1490-01-01",1,1490,"1490-12-31","metz_FR_gid_2994160","Metz",1549,"1549-10-01",1,1549,"#525252"
"carlowitz_christoph_von_viaf_23195303","individual","male","Christoph von CARLOWITZ","hermsdorf_DE_gid_2905909","Hermsdorf, north of Dresden",1507,"1507-12-13",1,1507,"1507-12-14","červený_hrádek_CZ_gid_3077957","Červeny Hrádek (Rothenhaus), Jirkov, in Bohemia",1578,"1578-01-08",0,1578,"#525252"
"clesio_bernardo_viaf_59192040","individual","male","Bernhard von CLES","cles_IT_gid_3178548","Val di Non, north of Trent",1485,"1485-03-11",0,1485,"1485-03-11","bressanone_IT_gid_3181550","Bressanone (Brixen)",1539,"1539-07-30",0,1539,"#525252"
"cochlæus_johannes_viaf_121589726","individual","male","Johannes COCHLAEUS","wendelstein_DE_gid_2811292","Wendelstein bei Schwabach/Mittelfranken",1479,"1479-01-01",1,1479,"1479-12-31","wrocław_PL_gid_3081368","Breslau",1552,"1552-01-10",0,1552,"#fdb863"
"cornarius_janus_viaf_71422380","individual","male","Janus CORNARIUS","zwickau_DE_gid_2803560","Zwickau",1500,"1500-01-01",1,1500,"1500-12-31","jena_DE_gid_2895044","Jena",1558,"1558-03-16",0,1558,"#525252"
"deiotarus_zacharias_viaf_unknown","individual","male","Zacharias DEIOTARUS","unknown_location_in_the_netherlands_NL_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1533,"1533-01-01",1,1533,"#525252"
"desprez_etienne_viaf_unknown","individual","male","Etienne DESPREZ","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"#525252"
"dietz_jost_ludwig_viaf_73844033","individual","male","Justus Ludovicus DECIUS","wissembourg_FR_gid_2967325","Wissembourg, in Alsace",1485,"1485-01-01",1,1485,"1485-12-31","kraków_PL_gid_3094802","Cracow",1545,"1545-12-26",0,1545,"#525252"
"du_chastel_pierre_viaf_46920623","individual","male","Pierre DU CHASTEL","unknown_location_in_france_FR_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_diocese_of_orléans_FR_gid_unknown","diocese of Orléans",1552,"1552-02-03",0,1552,"#525252"
"egnazio_giovanni_battista_viaf_100187526","individual","male","Giambattista EGNAZIO","venice_IT_gid_3164603","Venice",1478,"1478-01-01",1,1478,"1478-12-31","unknown_location_XX_gid_unknown","Unknown",1553,"1553-07-04",0,1553,"#fdb863"
"emili_emilio_viaf_90357556","individual","male","Emilio de MIGLI","brescia_IT_gid_3181554","Brescia",1480,"1480-01-01",1,1480,"1480-12-31","unknown_location_XX_gid_unknown","Unknown",1531,"1531-07-01",1,1531,"#525252"
"episcopius_nicolaus_viaf_100388966","individual","male","Nicolaus EPISCOPIUS","rittershoffen_FR_gid_2983428","Rittershoffen, Lower Alsace",1501,"1501-01-01",1,1501,"1501-12-31","basel_CH_gid_2661604","prob. Basel",1564,"1564-03-07",0,1564,"#525252"
"eppendorf_heinrich_viaf_59837595","individual","male","Heinrich EPPENDORF","eppendorf_DE_gid_2929855","Eppendorf, near Freiburg in Saxony",1496,"1496-01-01",1,1496,"1496-12-31","strasbourg_FR_gid_2973783","prob. Strasbourg",1552,"1552-01-01",1,NA,"#525252"
"erasmus_desiderius_viaf_95982394","individual","male","Erasmus Desiderius","rotterdam_NL_gid_2747891","bei Rotterdam",1469,"1469-01-01",1,1469,"1469-12-31","basel_CH_gid_2661604","Basel",1536,"1536-01-01",1,1536,"#e66101"
"fabri_johann_viaf_73844870","individual","male","Johannes FABRI","leutkirch_im_allgäu_DE_gid_2878270","Leutkirch/Allgäu",1478,"1478-01-01",1,1478,"1478-12-31","vienna_AT_gid_2761369","Wien",1541,"1541-05-21",0,1541,"#525252"
"ferdinand_i_holy_roman_emperor_viaf_51698517","individual","male","Emperor FERDINAND I","alcalá_de_henares_ES_gid_3130616","Alcala de Henares, Castile",1503,"1503-03-10",0,1503,"1503-03-10","vienna_AT_gid_2761369","Wien",1564,"1564-07-25",0,1564,"#525252"
"fonseca_alonso_de_viaf_3902488","individual","male","Alonso de FONSECA","santiago_de_compostela_ES_gid_3109642","Santiago de Compostela",1475,"1475-01-01",1,1475,"1475-12-31","toledo_ES_gid_2510409","Toledo",1534,"1534-02-05",0,1534,"#525252"
"froben_johannes_erasmus_viaf_80419193","individual","male","Erasmius FROBEN","basel_CH_gid_2661604","Basel",1515,"1515-01-01",1,1515,"1515-12-31","basel_CH_gid_2661604","prob. Basel",1549,"1549-01-01",1,1549,"#525252"
"fugger_anton_viaf_806644","individual","male","Anton FUGGER","augsburg_DE_gid_2954172","Augsburg",1493,"1493-06-10",0,1493,"1493-06-10","augsburg_DE_gid_2954172","Augsburg",1560,"1560-09-14",0,1560,"#525252"
"geldenhauer_gerard_viaf_12331377","individual","male","Gerard GELDENHOUWER","nijmegen_NL_gid_2750053","Nijmegen",1482,"1482-01-01",1,1482,"1482-12-31","marburg_an_der_lahn_DE_gid_2873759","Marburg",1542,"1541-01-10",0,1542,"#525252"
"georg_duke_of_saxony_viaf_52484350","individual","male","George, duke of SAXONY","meissen_DE_gid_2872155","Meissen",1471,"1471-08-27",0,1471,"1471-08-27","dresden_DE_gid_2935022","Dresden",1539,"1539-04-17",0,1539,"#525252"
"gerard_of_friesland_viaf_unknown","individual","male","GERARD of Friesland","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"#525252"
"gillis_pierre_viaf_12425170","individual","male","Pieter GILLIS","antwerpen_BE_gid_2803138","Antwerp",1486,"1486-01-01",1,1486,"1486-12-31","unknown_location_XX_gid_unknown","Unknown",1533,"1533-11-06",1,1533,"#525252"
"glareanus_henricus_viaf_73950690","individual","male","Henricus GLAREANUS","mollis_CH_gid_2659636","Mollis/Glarus",1488,"1488-06-01",1,1488,"1488-06-30","freiburg_DE_gid_2925177","Freiburg i. Br.",1563,"1563-03-27",1,1563,"#fdb863"
"grapheus_cornelius_scribonius_viaf_24593400","individual","male","Cornelius GRAPHEUS","aalst_BE_gid_2803448","Aalst",NA,"0000-00-00",1,NA,"0000-00-00","antwerpen_BE_gid_2803138","Antwerpen",1558,"1558-12-19",0,1558,"#525252"
"gravius_tielmannus_viaf_unknown","individual","male","Tielmannus GRAVIUS","köln_DE_gid_2886242","[Köln:CK]",NA,"0000-00-00",1,NA,"0000-00-00","köln_DE_gid_2886242","prob. Cologne",NA,"0000-00-00",1,NA,"#525252"
"gruyères_léonard_de_viaf_unknown","individual","male","Léonard de GRUYÈRES","neuchâtel_CH_gid_2659496","Neuchâtel",NA,"0000-00-00",1,NA,"0000-00-00","gent_BE_gid_2797656","Ghent",1540,"1540-04-02",1,1540,"#525252"
"henckel_johannes_viaf_42653796","individual","male","Johann HENCKEL","levoča_SK_gid_724294","Levoča (Leutschau, Löcse)",NA,"0000-00-00",1,NA,"0000-00-00","wrocław_PL_gid_3081368","Wrocław (Breslau)",1539,"1539-01-01",1,1539,"#525252"
"hompen_hayo_viaf_90975196","individual","male","HAIO HERMAN","emden_DE_gid_2930596","Emden",1498,"1498-01-01",1,1500,"1500-12-31","unknown_location_XX_gid_unknown","Unknown, possibly Utrecht",1539,"1539-01-01",1,1540,"#525252"
"janandus_claudius_viaf_unknown","individual","male","Claudius JANANDUS","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"#525252"
"kammen_adriaan_van_der_viaf_unknown","individual","male","Adriaan van der KAMMEN","mechelen_BE_gid_2791537","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1540,"1540-09-20",0,1540,"#525252"
"koler_johann_viaf_84557599","individual","male","Johann KOLER","landsberg_am_lech_DE_gid_2881509","Unknown, possibly Landsberg",NA,"0000-00-00",1,NA,"0000-00-00","augsburg_DE_gid_2954172","prob. Augsburg",NA,"0000-00-00",1,1538,"#525252"
"krzycki_andrzej_viaf_3542950","individual","male","Andrzej KRZYCKI","krzycko_małe_PL_gid_3094471","Unknown",1482,"1482-01-01",1,1482,"1482-12-31","kraków_PL_gid_3094802","Cracow",1537,"1537-05-10",0,1537,"#525252"
"longland_john_viaf_65200907","individual","male","John LONGLAND","henley_on_thames_GB_gid_2647101","Henley-on-Thames",1473,"1473-01-01",1,1473,"1473-12-31","unknown_location_XX_gid_unknown","Unknown",1547,"1547-05-07",0,1547,"#525252"
"lorraine_jean_de_viaf_213357772","individual","male","Jean, cardinal of LORRAINE","bar_le_duc_FR_gid_3034911","Unknown",1498,"1498-04-09",0,1498,"1498-04-09","neuvy_sur_loire_FR_gid_2990479","Unknown",1550,"1550-05-10",0,1555,"#525252"
"lotzer_johann_(1)_viaf_37256989","individual","male","Johann (I) LOTZER","horb_am_neckar_DE_gid_2899101","Horb",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"#fdb863"
"maria_queen_consort_of_louis_II_king_of_bohemia_and_hungary_viaf_77119805","individual","male","MARY of Austria","brussels_BE_gid_2800866","Brussels",1505,"1505-09-17",0,1505,"1505-09-17","cigales_ES_gid_3125068","Cigales",1558,"1558-10-18",0,1558,"#525252"
"maximilien_vere_marquis_viaf_35612401","individual","male","Maximilian (II) of BURGUNDY","bergen_op_zoom_NL_gid_2759145","Bergen op Zoom",1514,"1514-07-28",0,1514,"1514-07-28","unknown_location_XX_gid_unknown","Unknown",1558,"1558-06-04",0,1558,"#525252"
"more_thomas_sir_saint_viaf_29541174","individual","male","Thomas MORE","london_GB_gid_2643743","London",1477,"1477-02-06",1,1478,"1478-02-07","london_GB_gid_2643743","London",1535,"1535-07-06",0,1535,"#525252"
"morillon_guido_viaf_39363518","individual","male","Guy MORILLON","unknown_location_in_france_FR_gid_unknown","Unknown",NA,"0000-00-00",1,NA,"0000-00-00","leuven_BE_gid_2792482","Louvain",1548,"1548-12-02",0,1548,"#525252"
