"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2","colour"
"amerbach_bruno_viaf_56641742","individual","male","Bruno AMERBACH","basel_CH_gid_2661604","Basel",1484,"1484-12-09",0,1484,"1484-12-09","unknown_location_XX_gid_unknown","Unknown",1519,"1519-10-22",0,1519,"#525252"
"angst_wolfgang_viaf_107637903","individual","male","Wolfgang ANGST","kayserberg_FR_gid_3011969","Kayserberg in Upper Alsace",1485,"1485-01-01",1,1485,"1485-12-31","unknown_location_XX_gid_unknown","Unknown",1523,"1523-01-01",1,1523,"#525252"
"badius_josse_viaf_44352439","individual","male","Josse BADE","asse_BE_gid_2803033","d'Asche bei Brüssel",1461,"1461-01-01",1,1462,"1462-12-31","paris_FR_gid_2988507","Paris",1535,"1535-12-01",1,1535,"#525252"
"bebel_heinrich_viaf_24719906","individual","male","Heinrich BEBEL","gut_bewinden_DE_gid_unknown","Gut Bewinden bei Justingen",1472,"1472-01-01",1,1472,"1472-12-31","tübingen_DE_gid_2820860","Tübingen",1518,"1518-03-31",0,1518,"#525252"
"becker_jan_viaf_unknown","individual","male","Jan BECKER","borssele_NL_gid_2758587","Borsele, in Zeeland",NA,"0000-00-00",1,NA,"0000-00-00","unknown_location_XX_gid_unknown","Unknown",1536,"1536-05-01",1,NA,"#525252"
"caesarius_johannes_viaf_144319","individual","male","Johannes CAESARIUS","jülich_DE_gid_2894553","Jülich",1468,"1468-01-01",1,1468,"1468-12-31","fraterhaus_weidenbach_DE_gid_unknown","Weidenbach, near Cologne",1550,"1550-12-19",0,1550,"#525252"
"della_rena_andrea_viaf_77136743","individual","male","Andrea AMMONIO","lucca_IT_gid_3174530","Lucca",1487,"1478-01-01",1,1487,"1478-12-31","london_GB_gid_2643743","London",1517,"1517-08-17",0,1517,"#525252"
"dorpius_martinus_viaf_17233237","individual","male","Maarten van DORP","naaldwijk_NL_gid_2750523","Naaldwijk, near Rotterdam",1485,"1485-01-01",1,1485,"1485-12-31","leuven_BE_gid_2792482","Louvain",1525,"1525-05-31",0,1525,"#525252"
"eck_johann_viaf_100185986","individual","male","Johann Maier of ECK","egg_an_der_günz_DE_gid_2933168","Eck [Egg] an der Günz bei Ottobeuren/Schwaben",1486,"1486-01-01",1,1486,"1486-12-31","ingolstadt_DE_gid_2895992","Ingolstadt",1543,"1543-02-10",0,1543,"#fdb863"
"emser_hieronymus_viaf_19702295","individual","male","Hieronymus EMSER","weidenstetten_DE_gid_2812958","Weidenstetten bei Ulm",1479,"1479-03-28",0,1479,"1479-03-28","dresden_DE_gid_2935022","Dresden",1527,"1527-12-08",0,1527,"#fdb863"
