"Total number of correspondents for whom the dataset contains only letters written to them by Budé but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written to them By Budé but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains only letters written by them to Budé but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written by them to Budé but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains a reciprocal correspondence with Budé","Percentage of the total number of correspondents for whom the dataset contains a reciprocal correspondence with Budé of the total number of correspondents"
"54","66.7","11","13.6","16","19.8"
