"recipient_id","name_in_edition","Beginning of the correspondence","End of the correspondence"
"7df8fba7-b0a9-4175-b431-1420fe40ed74","Louis GUILLARD [COE] // Louis Guillard [CWE] // Guillard, Louis [ALLEN]","1521-06-17","1521-06-17"
"7ecf9faf-4900-4d75-ab81-7640760f0c40","Jean LAMBELIN [COE] // Jean Lambelin [CWE] // Lambelin, Jean [ALLEN]","1532-10-26","1532-10-26"
"7fa3f278-2bf3-4364-a825-bf51ef2bd8da","Johannes AGRICOLA [COE] // Johannes Agricola [CWE] // Agricola, John [ALLEN]","1533-05-03","1533-05-03"
"80236cfb-be77-473b-b85a-0ecdcc5d9ceb","Gérard de PLAINE [COE] // Gérard de Plaine [CWE] // Plaine, Gérard de [ALLEN]","1524-03-26","1524-03-26"
"812b1f19-e938-4719-9895-5af666a6d1ef","Nicolas BOURBON [COE] // Nicolas Bourbon [CWE] // Borbonius, Nicholas [ALLEN]","1533-04-10","1533-04-10"
"82927a13-271e-4e95-974b-ab7e70f1115a","Augustinus MARIUS [COE] // Augustinus Marius [CWE] // Marius, Augustinus [ALLEN]","1530-05-22","1530-05-22"
"83385521-6409-421c-8fd9-e89c5740e1b9","Pieter GERARD [COE] // Pieter Gerard [CWE] // Gerard, Peter [ALLEN]","1487-01-01","1487-01-01"
"8397a8e7-96df-41f6-8843-f49f931847c2","Matthias MEYNER [COE] // Matthias Meyner [CWE] // Meyner, M. [ALLEN]","1520-07-30","1520-07-30"
"84ac0248-1001-421d-9a67-a0e79ab7dfb7","Richard WINGFIELD [COE] // Sir Richard Wingfield [CWE] // Wingfield, Sir Richard [ALLEN]","1518-03-05","1518-03-05"
"84b5d49b-1dda-4ed0-bc79-61c55f0411fa","René d'ILLIERS [COE] // René d'llliers [CWE] // Illiers, René d' [ALLEN]","1506-08-01","1506-08-01"
"85193081-ec94-4248-a216-125bb0a922f6","Pierre de MORNIEU [COE] // Pierre de Mornieu [CWE] // Mornyeu, Peter of [ALLEN]","1527-01-11","1531-04-02"
"85399a2e-7d94-4f6a-ac5e-f1e45509316e","Jan de NEVE [COE] // Jean de Nève [CWE] // Neve, John de [ALLEN]","1514-08-01","1514-08-01"
"866476a7-27fa-4d2e-ba17-a4b8c5766c03","Johannes LONGICAMPIANUS [COE] // Johannes Longicampianus [CWE] // Longicampianus, John [ALLEN]","1518-10-20","1518-10-20"
"87a9c92c-4e8f-4d27-8c88-3730f3cfc85a","Godschalk ROSEMONDT [COE] // Godschalk Rosemondt [CWE] // Rosemondt, Godescalc [ALLEN]","1520-10-18","1520-12-16"
"88ac033e-6aef-4517-ac44-b2dada011ec8","Jean MORIN [COE] // Jean Morin [CWE] // Morin, John [ALLEN]","1531-11-30","1532-03-01"
"88b62496-717f-403c-a1e9-47f4219f102f","Jean Pyrrhus d'ANGLEBERME [COE] // Jean Pyrrhus d'Angleberme [CWE] // Angleberme, John Phyrus d' [ALLEN]","1517-11-30","1517-11-30"
"88caeff8-1d27-4005-b059-1b6b4d577872","Jan MOMBAER [COE] // Jan Mombaer [CWE] // Mauburn, John [ALLEN]","1497-02-04","1498-04-01"
"893a2802-c9ed-4f40-9fa2-d1284334c044","Alexander SCHWEISS [COE] // Alexander Schweiss [CWE] // Schweiss, Alexander [ALLEN]","1521-03-13","1521-03-13"
"8952417d-4113-4b4a-8777-a796c5f68c4a","Ferry de CARONDELET [COE] // Ferry de Carondelet [CWE] // Carandolet, Ferry [ALLEN]","1526-09-07","1528-06-25"
"89cbed00-093f-4737-9c10-f9f2c8f49b9a","Fridolin EGLI [COE] // Fridolin Egli [CWE] // Egli, Fridolin [ALLEN]","1516-01-01","1516-01-01"
"89ea2c0e-8a2e-414d-abcb-a0ea7e43a2fa","István BRODARICS [COE] // István Brodarics [CWE] // Brodericus, Stefanus [ALLEN]","1529-06-09","1529-06-09"
"8ce6c85f-2ca6-43ab-b6c3-7637bc70585e","Désiré MOREL [COE] // Désiré Morel [CWE] // Morellus, Desideratus [ALLEN]","1533-10-12","1533-10-12"
"8cec6231-bb29-4a7c-a870-ef5aa44d41dd","Nicholas de BURGUNDY [COE] // Nicolas of Burgundy [CWE] // Burgundy, Nicholas of [ALLEN]","1501-01-26","1501-01-26"
"8d0b68cc-7edf-46a2-9a23-b8cb9cc6069e","[A Physician] [COE] // A Physician [CWE] // A Physician [ALLEN]","1500-09-10","1500-09-10"
"8e2d0a0f-b9d2-4352-a221-8ef9fe31a4b6","Jan BRIART [COE] // Jan Briart [CWE] // Briard, John (Atensis) [ALLEN]","1517-09-16","1519-04-22"
"8f6f6124-b9a0-4678-bb3b-39cce1fdae4f","Lazare de BAÏF [COE] // Lazare de Baïf [CWE] // Baif, Lazarus [ALLEN]","1528-03-01","1531-03-13"
"923b71a9-0043-4aaf-a062-5013433e96e1","GRUNNIUS","1531-03-05","1531-03-05"
"928890ad-e092-4f1d-8dfb-425c241d8819","Guillaume de HORION [COE] // Guillaume de Horion [CWE] // Horion, William ab [ALLEN]","1533-04-21","1533-04-21"
"92e9ef99-c281-4b7e-8b8d-b4dd98c384da","Agostino TRIVULZIO [COE] // Agostino Trivulzio [CWE] // Trivulzio, Agostino [ALLEN]","1531-01-30","1531-04-12"
"948e62e0-5202-4694-ab2c-ee1f69477d3e","Franciscus THEODERICUS [COE] // Franciscus Theodericus [CWE] // Theodoric, Francis [ALLEN]","1487-01-01","1505-11-01"
"953db742-377f-4552-8148-46aa871521a6","Juan de la PARRA [COE] // Juan de la Parra [CWE] // de la Parra, J. [ALLEN]","1519-02-13","1519-02-13"
"9599f3ec-e3cd-4038-9892-51dae5df6d79","Pope PAUL IV [COE] // Gianpietro Carafa [CWE] // Caraffa, John Peter (Paul IV) [ALLEN]","1515-12-23","1517-08-29"
"95f88d05-0cf9-4e04-a383-dbec1dea0cd5","Henry of BURGUNDY [COE] // Henry of Burgundy [CWE] // Burgundy, Henry of [ALLEN]","1530-03-01","1530-03-01"
"96bc5e07-989d-4312-862c-4cf7a96d7b8e","Nikolaus BENSROTT [COE] // Nikolas Bensrott [CWE] // Bensrott, Nicholas [ALLEN]","1501-07-17","1501-07-18"
"97b7e831-26e3-4d04-bbc8-a36392dd46d6","JAN of Brussels [COE] // Jan of Brussels [CWE] // Brussels, John of [ALLEN]","1497-07-01","1501-07-12"
"98dba892-9220-4e8c-b970-8f4891716575","Petrus DECIMARIUS [COE] // Petrus Decimarius [CWE] // Decimarius, Petrus [ALLEN]","1528-03-29","1528-09-16"
"991917f7-8dd1-477b-81d3-a8231abf48e2","Jan van MERLEBERGE [COE] // Jan van Merleberghe [CWE] // Merliberch, John [ALLEN]","1518-01-01","1518-01-01"
"9b2851f9-a6c9-4c60-828f-1f69e830caee","Johannes BRISGOICUS [COE] // Johannes Brisgoicus [CWE] // John Brysgoicus [ALLEN]","1529-05-06","1529-05-06"
"9c74e7a3-051c-421e-97e9-72dd642ef55c","Karl HARST [COE] // Karl Harst [CWE] // Harst, Karl [ALLEN]","1521-06-22","1521-06-22"
"9d4e6076-9ece-4f25-a718-b822ac3b2b0e","Humphrey WALKDEN [COE] // Humphrey Walkden [CWE] // Walkden, Humphrey (Omfridus) [ALLEN]","1513-10-01","1513-10-01"
"9d5d4a1f-829d-4597-a7ef-a7f9f7436d64","Francesco Giulio CALVO [COE] // Francesco Minuzio Calvo [CWE] // Calvus, Franciscus Julius (afterwards Minutius) [ALLEN]","1525-08-31","1525-08-31"
"9d63221b-631f-4361-aa35-f83b119ea2ad","Pedro Ruiz de la MOTA [COE] // Pedro Ruiz de la Mota [CWE] // Mota, Peter Ruiz de la [ALLEN]","1522-04-21","1522-04-21"
"9ff4a6cc-5615-469b-924a-fca58cc46504","Christian NORTHOFF [COE] // Christian Northoff [CWE] // Northoff, Christian [ALLEN]","1497-03-01","1498-03-01"
"a03d2599-dd42-479d-971b-5e4c375fa76c","Jan BIJL [COE] // Jan Bijl [CWE] // John of Louvain [ALLEN]","1518-01-02","1518-01-02"
"a08c838b-0c4f-4f45-a5c0-190853f8ed20","Pierre DANÈS [COE] // Pierre Danès [CWE] // Danès, Peter [ALLEN]","1528-09-05","1528-09-05"
"a284b7b6-f279-4926-b114-a45222de312e","Jan OBRECHT [COE] // Jan Obrecht [CWE] // Obrecht, John [ALLEN]","1506-11-04","1506-11-04"
"a2e8e60f-0a0e-49e8-ad76-05eb247f0f2e","[Chapter of Metz Cathedral] [COE] // Chapter of Metz Cathedral [CWE] // Metz, Chapter [ALLEN]","1519-07-14","1519-07-14"
"a38d1c96-1bd9-4e7f-bc03-042113d21bd5","Karel UUTENHOVE [COE] // Karel Uutenhove [CWE] // Utenhove, Charles [ALLEN]","1529-02-01","1533-04-24"
"a41a1ba0-f3dc-47d2-aa7c-6fce3bc6a9fb","François DUBOIS [COE] // François Dubois [CWE] // Sylvius, Franciscus (Silvius [ALLEN]","1525-08-25","1526-03-13"
"a47e6fa2-293d-483e-b3df-c58a8997e0da","Juan de VALDÉS [COE] // Juan de Valdés [CWE] // Valdes, John [ALLEN]","1528-03-01","1530-01-13"
"a5a02a7e-b790-401c-ab14-59b6a84cda55","Alexius THURZO [COE] // Alexius Thurzo [CWE] // Turzo, Alexius [ALLEN]","1525-04-30","1525-04-30"
"a63b9501-d66e-4f8c-82e1-2074cc9a3bbe","Jacob of HOOGSTRATEN [COE] // Jacob of Hoogstraten [CWE] // Hochstrat, Jacob [ALLEN]","1519-08-11","1519-08-11"
"a694bd95-a3cd-484a-8e04-3beee870558d","Janus CORNARIUS [COE] // Janus Cornarius [CWE] // Cornarius, Janus [ALLEN]","1529-08-09","1529-08-09"
"a6e149d2-ea5a-4803-8013-11fa77ec1e19","Johannes DRACONITES [COE] // Johannes Draconites [CWE] // Draco, Joannes [ALLEN]","1518-10-17","1519-04-18"
"a85e65e5-2c99-4a67-9816-699cdf920557","Domenico GRIMANI [COE] // Domenico Grimani [CWE] // Grimani, Domenico [ALLEN]","1515-05-15","1519-10-02"
"a8de18a0-dfaf-4331-8489-e50bacc5c106","Jacob ANTHONISZOON [COE] // Jacob Anthoniszoon [CWE] // Anthonisz, Iacobus [ALLEN]","1501-07-12","1503-02-13"
"a923596a-e9ee-400c-807c-52b05cee11e2","Johannes ROSINUS [COE] // Johannes Rosinus [CWE] // Rosinus, John [ALLEN]","1531-03-16","1531-03-16"
"a943b962-d35f-432d-8444-686acc6f52b8","Servatius ROGERUS [COE] // Servatius Rogerus [CWE] // Rogerus, Servatius [ALLEN]","1487-01-01","1514-07-08"
"a9a03455-9b4e-483c-b1de-22624079d5d2","Heinrich BEYMING [COE] // Heinrich Beyming [CWE] // Bemyng, Henry [ALLEN]","1518-10-17","1518-10-17"
"a9f2af2e-7187-414d-8c2a-f68d682eef04","Walter RUYS [COE] // Walter Ruys [CWE] // Ruys, Walter [ALLEN]","1524-07-26","1524-07-26"
"ab74d6de-13e3-4b8b-909a-b9471a2d75f3","Christophe de LONGUEIL [COE] // Chistophe de Longueil [CWE] // Longolius, Christopher [ALLEN]","1519-04-01","1519-04-01"
"add782d0-b08b-4fba-8644-b2eff8159715","Theobald HILLWEG [COE] // Theobald Hillweg [CWE] // Hyllweg, Theobald [ALLEN]","1524-05-15","1524-05-15"
"aebf50b1-9154-45a3-82d6-76a87a438c60","Piotr KMITA [COE] // Piotr Kmita [CWE] // Kmita, Peter [ALLEN]","1535-08-20","1535-08-20"
"af943e14-c6b9-4b9c-a381-288781498bbf","Guillaume HUÉ [COE] // Guillaume Hué [CWE] // Hué, William [ALLEN]","1519-08-09","1519-08-09"
"afda0ba4-96e3-4505-b26f-3b30f61f7639","Paolo SADOLETO [COE] // Paolo Sadoleto [CWE] // Sadoleto, Paolo [ALLEN]","1533-08-30","1533-08-30"
"afe793a2-701c-4318-bc62-c46c411128f3","Christopher FISHER [COE] // Christopher Fisher [CWE] // Fisher, Christopher [ALLEN]","1505-03-01","1505-03-01"
"b29316bf-2202-46b9-9a87-a85f7398caf9","Hieronim ŁASKI [COE] // Hieronim Łaski [CWE] // Lasky, Hieroslaus (Hieronymus) [ALLEN]","1524-10-01","1526-09-09"
"b3480960-faba-40d1-8ac0-eeb128498346","Leonhard REBHAN [COE] // Leonhard Rebhan [CWE] // Rephanus, Leonard [ALLEN]","1529-06-06","1529-06-06"
"b43f00b7-1c5f-4980-8173-2b469d88859b","Robert FISHER [COE] // Robert Fisher [CWE] // Fisher, Robert [ALLEN]","1497-08-01","1499-12-05"
"b4b30daf-88ec-44ce-a93c-96511a0f967d","Thomas PARCIUS [COE] // Thomas Parcius [CWE] // Parcius, Thomas [ALLEN]","1518-02-21","1518-02-21"
"b4f7ec4d-8183-4b7d-b254-bfe13244cfc2","Riccardo SBRUGLIO [COE] // Riccardo Sbruglio [CWE] // Sbrulius, Richardus [ALLEN]","1520-11-13","1520-11-13"
"b524dd83-b4d5-40f7-b5e3-97db09bca6af","NICASIUS [COE] // Nicasius, chaplain of Cambrai [CWE] // Nicasius, Chaplain of Cambray [ALLEN]","1498-12-14","1498-12-14"
"b6a5044b-88c8-4036-a3ef-e92473e38834","Godofredus RHODUS Stegrius [COE] // Godofredus Rhodus Stegrius [CWE] // Rhodus, Ghodfrey [ALLEN]","1520-01-01","1520-01-01"
"b7eb4fb6-5038-4677-bb70-9698cd23bfdc","Giovanni BOERIO [COE] // Giovanni Boerio [CWE] // Boerio, John [ALLEN]","1530-01-13","1530-01-13"
"b829a0d1-52d2-4c38-a67e-25767ff3e7c2","Agostino SCARPINELLI [COE] // Agostino Scarpinelli [CWE] // Scapinellus, Augustinus [ALLEN]","1520-12-13","1524-08-30"
"b972373e-fe6d-43cb-88bf-e873a418a725","Willem FREDERIKS [COE] // Willem Frederiks [CWE] // Frederici, William [ALLEN]","1521-04-30","1521-04-30"
"b9a005a7-7cda-4a83-a6aa-10c7b6bf4f0f","Jan (III) van BERGEN [COE] // Jan van Bergen [CWE] // Bergen, John of [ALLEN]","1517-12-12","1517-12-12"
"ba0f47bd-0e00-46ee-a5c3-8c977da75ee1","Gaspar SCHETS [COE] // Gaspar Schets [CWE] // Schets, Gaspard [ALLEN]","1534-01-23","1534-01-23"
"ba6bc158-15e8-4276-a84c-6237c23de8d2","Ludovicus CARINUS [COE] // Ludovicus Carinus [CWE] // Carinus, Ludovicus (Carcinus, Kiel) [ALLEN]","1519-02-27","1527-03-24"
"bcb70621-0714-4541-b7b0-5524fa9d43e0","Abel van COLSTER [COE] // Abel van Colster [CWE] // Colster, Abel or Aelbert [ALLEN]","1533-04-25","1533-04-25"
"bd674b12-8ffa-4e8e-bcdb-86d6ff4a3fcd","Hans BOGBINDER [COE] // Hans Bogbinder [CWE] // Bibliopegus, Joannes (Danus) [ALLEN]","1527-10-07","1527-10-07"
"bd6bbdb1-55ca-4e64-978b-3fb250b56fbc","[An Unsuccessful Candidate for the Latin Chair] [COE] // An Unsuccessful Candidate for the Latin Chair [CWE]","1519-12-07","1519-12-07"
"be1dcbc4-3987-472a-b4a0-c3305ead139f","not included in COE // ? [CWE] // Unnamed Person [ALLEN]","1500-03-01","1533-08-01"
"be382637-9d47-42ee-b38b-f57c8b03ec89","[Magistrates of Strasbourg] [COE] // Magistrates of Strasbourg [CWE] // Strasburg, Magistrates [ALLEN]","1524-03-13","1530-03-28"
"bec1e8a6-abb9-449f-81de-4a9e8d1b3ef6","Pieter ZUUTPENE [COE] // Pieter Zuutpene [CWE] // Zutpenius, Peter [ALLEN]","1519-08-10","1519-08-10"
"bf0dbfb7-f89c-48c7-8a93-456067c3b48e","Wilhelm von ISENBURG [COE] // Wilhelm of Isenburg [CWE] // Isenburg, William, Count of [ALLEN]","1532-06-22","1532-06-22"
"c0eb35fb-0ac9-48cd-b153-e173d8d239b3","Heinrich GRUNTGEN [COE] // Heinrich Gruntgen [CWE] // Gruingius [ALLEN]","1520-03-07","1520-03-07"
"caa86a52-9f91-49a1-aabc-4d7bba06eb09","Paulus RICIUS [COE] // Paulus Ricius [CWE] // Ricius, Paulus (Ritius) [ALLEN]","1520-11-01","1520-11-01"
"cb83bf4a-bceb-46f9-8884-2800b4c92204","Nicolas de MALAISE [COE] // Nicolas de Malaise [CWE] // Malaise, Nicholas of [ALLEN]","1518-10-24","1518-10-24"
"cbd92b4f-8d61-4497-bace-f223843a7970","[A Friend] [COE] // A Friend [CWE] // Friend, A [ALLEN]","1489-01-01","1522-02-09"
"cc563d7d-51df-4fd5-9128-f0d9969cccc7","Christoph HACK [COE] // Christoph Hack [CWE] // Hack, Christopher [ALLEN]","1519-08-13","1519-08-13"
"cca23ece-11bb-41a3-9e00-a8b3a3631bdc","Thomas WOLSEY [COE] // Thomas Wolsey [CWE] // Wolsey, Thomas [ALLEN]","1514-01-04","1526-04-25"
"cce8b86f-8cf7-4458-ac32-4e20bd2908c9","Gerard van HEREMA [COE] // Gerard van Herema [CWE] // Herema, Gerard of [ALLEN]","1530-01-31","1530-01-31"
"ce2e340e-9f50-4bd1-95e0-4ab14eaa0d09","Richard CROKE [COE] // Richard Croke [CWE] // Croke, Richard [ALLEN]","1518-04-23","1518-04-23"
"cec413e8-a18a-4bb2-9a7b-823f23669bb2","Henry GUILDFORD [COE] // Henry Guildford [CWE] // Guildford, Henry [ALLEN]","1519-05-15","1519-10-18"
"d0cbee76-232e-46c4-bc00-fc1d3412f78f","Theobald FETTICH [COE] // Theobald Fettich [CWE] // Fettich, Theobald [ALLEN]","1526-12-05","1533-02-01"
"d0f24494-1fdc-4f1f-af62-eaa39fb9f1dd","ADRIANUS [COE] // Adrian of Saint-Omer [CWE] // Adrian of St. Omer [ALLEN]","1501-09-01","1501-09-01"
"d1a13a67-e706-4058-aaa0-3a6ba4c02d95","Johann POPPENRUYTER [COE] // Johann Poppenruyter [CWE] // Poppenruyter, J. [ALLEN]","1501-09-01","1517-11-02"
"d26ad69b-74c9-4213-97fe-e4bccc9bbe33","LUDOVICUS [COE] // Louis [CWE] // Louis [ALLEN]","1501-12-01","1501-12-01"
"d55668fd-5f7b-4784-b5ef-c3eb04d9ebaa","Guilhelmus QUINONUS [COE] // Guilhelmus Quinonus [CWE] // Quinonus, William [ALLEN]","1530-09-06","1530-09-06"
"d6de2d9e-62d1-4ba1-847d-21682ea7336f","Nicolas COPPIN [COE] // Nicolas Coppin [CWE] // Coppin, Nicolas [ALLEN]","1525-09-06","1525-09-06"
"d6f41da6-fa6a-4374-8564-118c7bc46458","William BURBANK [COE] // William Burbank [CWE] // Burbank, William [ALLEN]","1520-09-01","1520-09-01"
"d77f83fe-d477-4467-86e8-f0682a36d069","Andreas SILVIUS [COE] // Andreas Silvius [CWE] // Silvius, Andrew [ALLEN]","1533-03-15","1533-03-15"
"d7b0fbd3-8be3-4b0f-baf5-550b091ed406","Jakob VILLINGER [COE] // Jakob Villinger [CWE] // Villinger, James [ALLEN]","1520-10-03","1520-10-03"
"d820d8c8-c126-45c8-acae-b74baa1154ec","JOHN III [COE] // John III [CWE] // John III of Portugal [ALLEN]","1527-03-24","1527-03-24"
"d8d22c8e-d9ea-4499-826b-d719c0b96d0a","Jean GACHI [COE] // Jean Gachi [CWE] // Gacy, Jean [ALLEN]","1527-10-17","1527-10-17"
"d93c2728-3ca4-4be6-9f94-4bed98b00c27","Jean, cardinal of LORRAINE [COE] // Jean de Lorraine [CWE] // Lorraine, John of [ALLEN]","1525-03-22","1529-09-10"
"d9fc4e0a-4b30-4fb6-8869-dab7e864d0ed","André de RESENDE [COE] // André de Resende [CWE] // Resende, Angelus Andreas de (Recendius) [ALLEN]","1531-06-08","1531-06-08"
"db35ffde-b2c6-499d-bb4b-c92d0f793447","Eustachius ANDREAS [COE] // Eustachius Andreas [CWE] // Andreas, Eustace [ALLEN]","1524-12-27","1524-12-27"
"db444441-3355-4f58-b720-9df139fce6c1","Silvester PRIERIAS [COE] // Silvester Prierias [CWE] // Mazolini, Silvester (Prieras) [ALLEN]","1523-01-10","1523-01-10"
"dc4899c7-72dd-4e79-85f5-5849a5727da1","not included in COE // Senate of Besançon [CWE] // Besançon, Senate of [ALLEN]","1531-07-26","1533-03-12"
"dd00e662-784b-4fe3-a538-448c605121a0","Jean de GAIGNY [COE] // Jean den Gaigny [CWE] // Loret, Stephen [ALLEN]","1533-05-11","1533-05-11"
"dd2ed6a6-f81c-4a39-8336-b8dadb80b69d","Nicolaas KAN [COE] // Nicolaas Kan [CWE] // Cannius, Nicolaus [ALLEN]","1527-05-29","1527-05-29"
"de457db2-5ab6-4928-ad83-954d7c89876a","CORNELIS of Bergen (Ep 1562 of 26 March 1525) [COE] // Cornelis of Bergen [CWE] // Bergen, Cornelius of [ALLEN]","1525-03-26","1525-03-26"
"de951b82-29da-4042-baff-d4d649ae4539","Christoph HEGENDORFF [COE] // Christoph Hegendorf [CWE] // Hegendorfer, Christopher [ALLEN]","1520-12-13","1520-12-13"
"df375da3-47d4-41c1-adb6-d3547f4adbf3","William THALE [COE] // William Thale [CWE] // Thale, William [ALLEN]","1521-08-13","1521-08-13"
"df888b42-e45b-4ff8-bce6-2ac0001f88a3","Pietro VANNES [COE] // Pietro Ammonio [CWE] // Vannes, Peter (Petrus Ammonius) [ALLEN]","1517-09-08","1518-04-23"
"e074eeb9-279e-4e9f-a69d-e8d4cc38677c","Daniel MAUCH [COE] // Daniel Mauch [CWE] // Mauch, Daniel [ALLEN]","1525-10-10","1525-10-10"
"e10682f9-4c30-478e-916e-0d16497425b5","Jean de SELVE [COE] // Jean de Selve [CWE] // Selva, John [ALLEN]","1525-07-01","1525-08-25"
"e1d61ad4-bfa4-4202-97c4-29ef8cf66541","Fridericus NAUSEA [COE] // Fridericus Nausea [CWE] // Nausea, Fridericus [ALLEN]","1525-05-13","1534-05-15"
"e20cf5df-75d1-492b-8da1-28a0e857e9c8","Matthias von SAARBURG [COE] // Matthias von Saarburg [CWE] // Saarburg, Matthias of [ALLEN]","1518-10-19","1518-10-19"
"e29928b1-b360-4a58-b9d4-31eacea320b0","François de TOURNON [COE] // François de Tournon [CWE] // Tournon, François de [ALLEN]","1522-11-10","1522-11-10"
"e3430904-fe40-4dd0-b416-50f59397b113","Reginald POLE [COE] // Reginald Pole [CWE] // Pole, Reginald [ALLEN]","1525-10-04","1531-08-25"
"e45d3601-9815-406f-ada8-7ebe41915177","Petrus PHOENIX [COE] // Petrus Phoenix [CWE] // Felix [ALLEN]","1528-02-21","1528-02-21"
"e66ad311-b8c3-460e-bbdf-208a7c36e891","Aldo MANUZIO [COE] // Aldo Manuzio [CWE] // Aldus Manutius [ALLEN]","1507-10-28","1508-12-09"
"e6a3ff1a-b285-46d9-b53c-e569c51f02db","Lorenzo PUCCI [COE] // Lorenzo Pucci [CWE] // Pucci, Lorenzo [ALLEN]","1519-07-31","1519-07-31"
"e6d7316e-2271-46ce-ab79-464e92365178","Justus JONAS [COE] // Justus Jonas [CWE] // Jonas, Jodocus (Justus) [ALLEN]","1518-10-19","1521-06-13"
"e74981ae-68dc-4613-b57e-fe34b07897cc","John CLAYMOND [COE] // John Claymond [CWE] // Claymond, John [ALLEN]","1519-06-27","1526-01-30"
"e806d066-be21-4c80-aa26-4b7eccc9713d","REMACLUS ARDUENNA [COE] // Remacle d'Ardenne [CWE] // Rimaclus [ALLEN]","1516-06-01","1516-06-01"
"e864c4f5-0fb8-44c5-8884-b1b8f66bdecc","Pierre TOUSSAIN [COE] // Pierre Toussain [CWE] // Tossanus, Petrus (Tossain, Toussain) [ALLEN]","1528-09-03","1528-09-03"
"e8f7313f-f82d-4998-80ee-1cb65a4bd75e","Robert GUIBÉ [COE] // Robert Guibé [CWE] // Guibé, Robert [ALLEN]","1512-02-08","1512-02-08"
"e920361f-d0bb-4f0b-b867-09aed65291df","Martin BUCER [COE] // Martin Bucer [CWE] // Bucer, Martin [ALLEN]","1527-11-11","1532-03-02"
"e9bb1ec7-084a-48e8-8cf5-cfc7b3b9fab1","Johann LANG [COE] // Johann Lang [CWE] // Lang, John [ALLEN]","1518-10-17","1520-08-02"
"ea9318da-20b9-4877-8336-5da1690e3610","Pierre d'ANGLEBERME [COE] // Pierre d'Angleberme [CWE] // Angleberme, Peter d' [ALLEN]","1500-12-13","1500-12-13"
"ecbf6eb8-e2e8-48f8-a46a-2e34c0cd604c","MARTINUS (adressed in Ep. 76 of [July? 1498] [COE] // Martin [CWE] // Martin [ALLEN]","1498-07-01","1498-07-01"
"ed7fcde0-6afc-4cf4-ba0d-85bce2dd5567","Augustinus Vencentius CAMINADUS [COE] // Augustin Vincent [CWE] // Vincent, Augustine (Caminadus) [ALLEN]","1500-09-10","1501-07-15"
"edda5b58-d21b-4c11-a9b6-0c0549d74b85","Andreas von KÖNNERITZ [COE] // Andreas von Könneritz [CWE] // Conritz, Andreas von [ALLEN]","1530-02-18","1530-02-18"
"ee29ae11-f718-4d3a-af69-1e46a201ca89","Bertram von DAMM [COE] // Bertram von Damm [CWE] // Damus, Bertram (Damme, B, von dem) [ALLEN]","1532-06-17","1532-06-17"
"ee3aeaa5-b2fa-4398-823e-75c95af32a8f","Hilarius BERTHOLF [COE] // Hilarius Bertholf [CWE] // Bertulphus, Hilarius [ALLEN]","1526-05-16","1531-12-10"
"ef7912a8-73e1-4254-909f-633138c196f1","Jeroen van der NOOT [COE] // Jeroen van der Noot [CWE] // Vander Noot, Jerome [ALLEN]","1522-07-14","1522-07-14"
"efa5aae9-0c21-43d4-a48d-4d5403661a02","Louis of FLANDERS [COE] // Louis of Flanders [CWE] // Flanders, Louis of (Ludovicus Pratensis, Pratus) [ALLEN]","1521-01-01","1521-01-01"
"eff59316-bd2c-4e7d-b323-28b806f5200d","EVANGELISTA [COE] // Evangelista [CWE] // Evangelista [ALLEN]","1497-01-01","1497-01-01"
"f06096c0-b735-4eeb-aa95-9cdca9635381","Johannes Alexander BRASSICANUS [COE] // Johannes Alexander Brassicanus [CWE] // Brassicanus, Joannes Alexander [ALLEN]","1520-09-26","1530-04-04"
"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e","Jacob BATT [COE] // Jacob Batt [CWE] // Batt, James [ALLEN]","1495-01-01","1501-08-01"
"f0d0b2f6-2492-40f9-b86a-f08a901b65e5","[Town Council of Zurich] [COE] // The Town Council of Zürich [CWE] // Zurich Town Council [ALLEN]","1523-08-10","1523-08-10"
"f0dd1c28-e3dd-4bbf-9991-5311c48c9cc6","Christoph von KÖNNERITZ [COE] // Christoph von Könneritz [CWE] // Conritz, Christoph von [ALLEN]","1530-02-18","1530-02-18"
"f15bfacb-75e8-470d-b5a0-2378c0f29e7b","Johann KLEBERGER [COE] // Johann Kleberger [CWE] // Kleberg, John [ALLEN]","1532-10-20","1532-10-20"
"f2c9cc62-487c-451d-b8cf-1448ff8baef3","Cristóbal MEXÍA [COE] // Crístobal Mexía [CWE] // Mexia, Christopher [ALLEN]","1530-03-30","1533-12-24"
"f2d2ccc6-a673-4668-8e02-0a40b1b2278e","John YONGE [COE] // John Yonge [CWE] // Yonge, John [ALLEN]","1513-01-01","1513-01-01"
"f3818ac4-39d8-4e9c-a7db-7a63cd4aac7e","[Town Council of Basel] [COE] // The Town Council of Basel [CWE] // Basle Town Council [ALLEN]","1523-11-01","1525-10-01"
"f3ac2cf3-763b-49f6-bace-c9bb6e4c504e","[Nuns of Denny] [COE] // Nuns of Denney [CWE] // Denny, Nuns of [ALLEN]","1527-01-01","1527-01-01"
"f4729528-bb13-4251-9a17-a4ab1f5eb253","Nicolas LE CLERC [COE] // Nicolas Le Clerc [CWE] // Leclerc, Nicolas (Clerici) [ALLEN]","1528-09-05","1528-09-05"
"f4ac59ab-9fb3-483c-b698-3e56f77a2478","Antoon (III) van BERGEN [COE] // Antoon, son of Jan van Bergen [CWE] // Bergen, Antony of, junior [ALLEN]","1518-01-13","1519-05-20"
