letters_id	letter_no_in_edition	sender_id	sender_as_marked	sender_inferred	sender_uncertain	recipient_id	recipient_as_marked	recipient_inferred	recipient_uncertain	label	send_date_year1	send_date_month1	send_date_day1	send_date_computable1	send_date_has_range	send_date_year2	send_date_month2	send_date_day2	send_date_computable2	send_date_as_marked	send_date_inferred	send_date_approx	send_date_uncertain	source_loc_id	source_loc_as_marked	source_loc_inferred	source_loc_uncertain	target_loc_id	target_loc_as_marked	target_loc_inferred	target_loc_uncertain	letter_language	letter_type_genus	letter_type_x_to_x	further_annotation
era_cwe_1265	1265 [CWE] // 1265 [ALLEN]	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1265 From Willibald Pirckheimer [Nürnberg, beginning of March 1522] [CWE]	1522	02	NULL	1522-02-20	1	1522	03	NULL	1522-03-06	<Ende Februar 1522> [Pirckheimer BW] // [begi	1	0	0	nürnberg_DE_gid_2861650	[Nürnberg] [CWE]	1	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	for the date range see CWE IX, p. 39 and Pirckheimer BW Ep. 762
wpirck_bw_765	765	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	adrian_vi_ pope_ viaf_76430137	Papst Hadrian VI	0	0	P. an Papst Hadrian VI. Lat. Konz. <Nürnberg, April oder Oktober 1522>	1522	04	NULL	1522-04-01	1	1522	10	NULL	1522-10-31	<April oder Oktober 1522>	1	0	1	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	rome_IT_gid_3169070	Rome	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_766	766	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	frederick_iii_elector_of_saxony_viaf_316392243	Kurfürst Friedrich von Sachsen	0	0	P., Widmungsvorrede an Kurfürst Friedrich von Sachsen. Lat. Reinschr., Druck. Nürnberg, 1. August 1522	1522	08	01	1522-08-01	0	1522	08	01	1522-08-01	1. August 1522	0	0	0	nürnberg_DE_gid_2861650	Nürnberg	0	0	wittenberg_DE_gid_7303020	Wittenberg	1	1	latin	dedicatory letter	letter_1_to_1	
wpirck_bw_767	767	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	thüngen_konrad_ii_von_viaf_26411713	Konrad, Bischof von Würzburg	0	0	P., Widmungsvorrede an Konrad, Bischof von Würzburg. Lat. Druck, Konz. <Nürnberg, August 1522>  	1522	08	NULL	1522-08-01	1	1522	08	NULL	1522-08-31	<August 1522>  	1	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	unknown_location_XX_gid_unknown	NULL	0	1	latin	dedicatory letter	letter_1_to_1	
era_cwe_1290	1290 [CWE] // 1290 [ALLEN]	capito_wolfgang_viaf_61578502	Wolfgang Faber Capito [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1290 From Wolfgang Faber Capito Nürnberg, 3 June 1522 [CWE]	1522	06	05	1522-06-05	0	1522	06	05	1522-06-05	5 June 1522 [CWE]	0	0	0	nürnberg_DE_gid_2861650	Nürnberg [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1308	1308 [CWE] // 1308 [ALLEN]	capito_wolfgang_viaf_61578502	Wolfgang Faber Capito [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1308 From Wolfgang Faber Capito Mainz, 17 August 1522 [CWE]	1522	08	17	1522-08-17	0	1522	08	17	1522-08-17	17 August 1522 [CWE]	0	0	0	mainz_DE_gid_2874225	Mainz [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1266	1266 [CWE] // 1266 [ALLEN]	zasius_ulrich_viaf_61645489	Udalricus Zasius [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1266 From Udalricus Zasius Freiburg, 20 March 1522 [CWE]	1522	03	20	1522-03-20	0	1522	03	20	1522-03-20	20 March 1522 [CWE]	0	0	0	freiburg_DE_gid_2925177	Freiburg [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1260	1260 [CWE] // 1260 [ALLEN]	ziegler_jakob_viaf_15074694	Jakob Ziegler [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1260 From Jakob Ziegler Rome, 16 February 1522 [CWE]	1522	02	16	1522-02-16	0	1522	02	16	1522-02-16	16 February 1522 [CWE]	0	0	0	rome_IT_gid_3169070	Rome [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1253	1253 [CWE] // 1253 [ALLEN]	rhegius_urbanus_viaf_17232588	Urbanus Rhegius [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1253 From Urbanus Rhegius Langenargen, 4 January 1522 [CWE]	1522	01	04	1522-01-04	0	1522	01	04	1522-01-04	4 January 1522 [CWE]	0	0	0	langenargen_DE_gid_2881263	Langenargen [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
wpirck_bw_773	773	venatorius_thomas_viaf_43677502	Thomas Venatorius	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Thomas Venatorius an P. Lat. Autogr. <Nürnberg, 1522/23>	1522	NULL	NULL	1522-01-01	1	1523	NULL	NULL	1523-12-31	<1522/23>	1	0	1	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
