"Total number of correspondents for whom the dataset contains only letters written to them from Budé but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written to them from Budé but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains only letters written from them to Budé but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written from them to Budé but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains a reciprocal correspondence with Budé","Percentage of the total number of correspondents for whom the dataset contains a reciprocal correspondence with Budé of the total number of correspondents"
"48","81.4","2","3.4","9","15.3"
