"Id","type","gender","Label","pob_loc_id","pob_loc_annotation","dob_year1","dob_computable1","dob_has_range","dob_year2","dob_computable2","pod_loc_id","pod_loc_annotation","dod_year1","dod_computable1","dod_has_range","dod_year2"
"c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","individual","male","Guillaume BUDÉ [COE] // Guillaume Budé [CWE] // Budaeus, Guilhelmus (Budé, Guillaume) [ALLEN]","paris_FR_gid_2988507","Paris","1468","1468-01-26","0","1468","1468-01-26","paris_FR_gid_2988507","Paris","1540","1540-08-22","0","1540"
"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","individual","male","[Desiderius ERASMUS] [COE] // Erasmus [CWE] // Erasmus [ALLEN]","rotterdam_NL_gid_2747891","bei Rotterdam","1466","1466-10-28","0","1466","1466-10-28","basel_CH_gid_2661604","Basel","1536","1536-07-12","0","1536"
"47a073b9-cc8e-4ec4-9ab0-b9ba289db498","individual","male","Jacques TOUSSAIN [COE] // Jacques Toussain [CWE] // Tusanus [ALLEN]","unknown_location_diocese_of_troyes_FR_gid_unknown","Unknown, in the diocese of Troyes","1490","1490-01-01","1","1490","1490-12-31","paris_FR_gid_2988507","Paris","1547","1547-03-15","0","1547"
"08bc2797-a901-4407-8c0d-e39b72becf3f","individual","male","François RABELAIS [COE] // François Rabelais [CWE] // Rabelais, François [ALLEN]","unknown_location_in_france_FR_gid_unknown","La Devinière, near Chinon","1490","1490-01-01","1","1494","1494-12-31","paris_FR_gid_2988507","Paris","1553","1553-04-09","0","1553"
"a5f0ec00-9ab8-4195-99fa-3bdeb77e082c","individual","male","Louis RUZÉ [COE] // Louis Ruzé [CWE] // Ruzé, Louis [ALLEN]","unknown_location_in_france_FR_gid_unknown","Unknown","1468","1468-01-01","1","1468","1468-12-31","unknown_location_XX_gid_unknown","Unknown","1526","1526-01-01","1","1526"
"b38af319-02eb-4159-8579-4e864c755667","individual","male","Guy MORILLON [COE] // Guy Morillon [CWE] // Morillon, Guy [ALLEN]","unknown_location_in_france_FR_gid_unknown","Unknown","NULL","NULL","1","NULL","NULL","leuven_BE_gid_2792482","Louvain","1548","1548-12-02","0","1548"
"f9e11bac-0cae-4e9e-acb8-6b67480b2ad6","individual","male","Georges d'ARMAGNAC [COE] // Georges d'Armagnac [CWE] // Armagnac, Georges d' [ALLEN]","unknown_location_in_france_FR_gid_unknown","Unknown","1500","1500-01-01","1","1500","1500-12-31","avignon_FR_gid_3035681","Avignon","1585","1585-07-10","0","1585"
"eeb88e60-ea26-4029-9e0c-77a8f3f58e5c","individual","male","Richard PACE [COE] // Richard Pace [CWE] // Pace, Richard [ALLEN]","unknown_location_in_hampshire_GB_gid_unknown","prob. Hampshire, in/near Winchester","1482","1482-01-01","1","1482","1482-12-31","london_GB_gid_2643743","London","1536","1536-06-28","0","1536"
"a947e7e4-41f3-4f30-acd3-3cb79fbf5e18","individual","male","Juan Luis VIVES [COE] // Juan Luis Vives [CWE] // Vives, John Louis [ALLEN]","valencia_ES_gid_2509954","Valencia","1492","1492-03-06","0","1492","1492-03-06","brugge_BE_gid_2800931","Bruges","1540","1540-05-06","0","1540"
"3b4c81b2-e0d5-4b14-868d-dfc3b629558b","individual","male","Pietro BEMBO [COE] // Pietro Bembo [CWE] // Bembo, Pietro [ALLEN]","venice_IT_gid_3164603","Venedig","1470","1470-05-20","0","1470","1470-05-20","rome_IT_gid_3169070","Rom","1547","1547-01-18","0","1547"
"a20b6be9-28f9-46c7-b8cd-b6a0014d7d15","individual","male","Giambattista EGNAZIO [COE] // Giambattista Egnazio [CWE] // Egnatius, Johannes Baptista [ALLEN]","venice_IT_gid_3164603","Venice","1478","1478-01-01","1","1478","1478-12-31","venice_IT_gid_3164603","Venice","1553","1553-07-04","0","1553"
"284ed6d5-a734-471e-8134-0a2baafabf9a","individual","male","Simon GRYNAEUS [COE] // Simon Grynaeus [CWE] // Grynaeus, Simon [ALLEN]","veringendorf_DE_gid_2817582","Veringendorf","1493","1493-01-01","1","1493","1493-12-31","basel_CH_gid_2661604","Basel","1541","1541-08-01","0","1541"
"8ad99d13-2ff3-4b64-b5aa-253a2613dc74","individual","male","Johannes COCHLAEUS [COE] // Johannes Cochlaeus [CWE] // Cochlaeus, Joannes (Dobneck) [ALLEN]","wendelstein_DE_gid_2811292","Wendelstein bei Schwabach/Mittelfranken","1479","1479-01-10","0","1479","1479-01-10","wrocław_PL_gid_3081368","Breslau","1552","1552-01-10","0","1552"
