"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_2021","2021 [CWE] // 2021 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"2021 From Germain de Brie Gentilly, 12 August 1528 [CWE]",1528,"1528-08-12",0,1528,"1528-08-12",0,0,0,"gentilly_FR_gid_3016292",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"gbudé_lg_36","36 [Budé lettres grecques]","fa8b4f44-551f-4cc6-a4f7-d5fb957064ae",0,0,"c0b89c75-45b8-4b04-bfd7-25bfe9ed040b",0,0,"Ep 36 Lascaris à Budé. [Début de l'été 1528] [Budé lettres grecques]",1528,"1528-06-01",1,1528,"1528-07-30",1,0,1,"unknown_location_in_italy_IT_gid_unknown",0,1,"unknown_location_in_france_FR_gid_unknown",1,0,"greek","familiar letter","letter_1_to_1"
"era_cwe_2071","2071 [CWE] // 2071 [ALLEN]","abe3a7de-94f2-4ff0-9a0a-54cf05c651db",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"2071 From Adolf Eichholz Heimbach, 23 October 1528 [CWE]",1528,"1528-10-23",0,1528,"1528-10-23",0,0,0,"niederheimbach_DE_gid_2863341",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2074","2074 [CWE] // 2074 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"2074 From Jacopo Sadoleto Carpentras, 20 November 1528 [CWE]",1528,"1528-11-20",0,1528,"1528-11-20",0,0,0,"carpentras_FR_gid_3028542",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"gbudé_rep_163","37 [Budé lettres grecques] // 163 [Répertoire]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b",0,0,"fa8b4f44-551f-4cc6-a4f7-d5fb957064ae",0,0,"Ep 163 A Janus Lascaris. 1er août 1528",1528,"1528-08-01",0,1528,"1528-08-01",0,0,0,"unknown_location_in_france_FR_gid_unknown",0,1,"unknown_location_in_france_FR_gid_unknown",0,1,"greek","familiar letter","letter_1_to_1"
"era_cwe_1955","1955 [CWE] // 1955 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"eeb88e60-ea26-4029-9e0c-77a8f3f58e5c",0,0,"1955 To Richard Pace Basel, 20 February 1528 [CWE]",1528,"1528-02-20",0,1528,"1528-02-20",0,0,0,"basel_CH_gid_2661604",0,0,"unknown_location_in_england_GB_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1959","1959 [CWE] // 1959 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"763f4d64-dffb-40eb-bc45-2fde4992223e",0,0,"1959 To Thomas More Basel, 29 February 1528 [CWE]",1528,"1528-02-29",0,1528,"1528-02-29",0,0,0,"basel_CH_gid_2661604",0,0,"greenwich_GB_gid_2647937",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1974","1974 [CWE] // 1974 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"8ad99d13-2ff3-4b64-b5aa-253a2613dc74",0,0,"1974 To Johannes Cochlaeus Basel, 19 March 1528 [CWE]",1528,"1528-03-19",0,1528,"1528-03-19",0,0,0,"basel_CH_gid_2661604",0,0,"dresden_DE_gid_2935022",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1988","1988 [CWE] // 1988 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"8ad99d13-2ff3-4b64-b5aa-253a2613dc74",0,0,"1988 To Johannes Cochlaeus Basel, 3 April 1528 [CWE]",1528,"1528-04-03",0,1528,"1528-04-03",0,0,0,"basel_CH_gid_2661604",0,0,"dresden_DE_gid_2935022",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2040","2040 [CWE] // 2040 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"a947e7e4-41f3-4f30-acd3-3cb79fbf5e18",0,0,"2040 To Juan Luis Vives Basel, 2 September 1528 [CWE]",1528,"1528-09-02",0,1528,"1528-09-02",0,0,0,"basel_CH_gid_2661604",0,0,"brugge_BE_gid_2800931",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2046","2046 [CWE] // 2046 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"4de6dad8-84ae-4acd-9b76-0e2064602f71",0,0,"2046 To Germain de Brie Basel 6 September 1528 [CWE]",1528,"1528-09-06",0,1528,"1528-09-06",0,0,0,"basel_CH_gid_2661604",0,0,"gentilly_FR_gid_3016292",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2047","2047 [CWE] // 2047 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"c0b89c75-45b8-4b04-bfd7-25bfe9ed040b",0,0,"2047 To Guillaume Budé Basel, [6 September] 1528 [CWE]",1528,"1528-09-06",0,1528,"1528-09-06",1,0,0,"basel_CH_gid_2661604",0,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2051","2051 [CWE] // 2051 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"639f3ce8-be9f-4993-b200-3fcde3a3b4e9",0,0,"2051 To Andrea Alciati Basel, 16 September 1528 [CWE]",1528,"1528-09-16",0,1528,"1528-09-16",0,0,0,"basel_CH_gid_2661604",0,0,"avignon_FR_gid_3035681",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2052","2052 [CWE] // 2052 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"4de6dad8-84ae-4acd-9b76-0e2064602f71",0,0,"2052 To Germain de Brie Basel, 21 September 1528 [CWE]",1528,"1528-09-21",0,1528,"1528-09-21",0,0,0,"basel_CH_gid_2661604",0,0,"gentilly_FR_gid_3016292",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2059","2059 [CWE] // 2059 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"96a63010-6201-4f01-a82f-e6108cb30f08",0,0,"2059 To Jacopo Sadoleto Basel, [1 October] 1528 [CWE]",1528,"1528-10-01",0,1528,"1528-10-01",1,0,0,"basel_CH_gid_2661604",0,0,"carpentras_FR_gid_3028542",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_2061","2061 [CWE] // 2061 [ALLEN]","a947e7e4-41f3-4f30-acd3-3cb79fbf5e18",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"2061 From Juan Luis Vives Bruges, 1 October 1528 [CWE]",1528,"1528-10-01",0,1528,"1528-10-01",0,0,0,"brugge_BE_gid_2800931",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1928","1928 [CWE] // 1928 [ALLEN]","8ad99d13-2ff3-4b64-b5aa-253a2613dc74",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"1928 From Johannes Cochlaeus Aschaffenburg, 8 January 1528 [CWE]",1528,"1528-01-08",0,1528,"1528-01-08",0,0,0,"aschaffenburg_DE_gid_2955272",0,0,"basel_CH_gid_2661604",1,0,"latin","familiar letter","letter_1_to_1"
