"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_832","832 [CWE] // 832 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"tunstall_cuthbert_viaf_22160214",0,0,"832 To Cuthbert Tunstall Louvain, 24 April 1518 [CWE]",1518,"1518-04-24",0,1518,"1518-04-24",0,0,0,"leuven_BE_gid_2792482",0,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_886","886 [CWE] // 886 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"tunstall_cuthbert_viaf_22160214",0,0,"886 To Cuthbert Tunstall Louvain, 22 October 1518 [CWE]",1518,"1518-10-22",0,1518,"1518-10-22",0,0,0,"leuven_BE_gid_2792482",0,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_836","836 [CWE] // 836 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"lascaris_janus_viaf_32142389",0,0,"836 To Johannes Lascaris Louvain, 26 April 1518 [CWE]",1518,"1518-04-26",0,1518,"1518-04-26",0,0,0,"leuven_BE_gid_2792482",0,0,"milano_IT_gid_3173435",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_859","859 [CWE] // 859 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"zasius_ulrich_viaf_61645489",0,0,"859 To Udalricus Zasius Basel, 22 August 1518 [CWE]",1518,"1518-08-22",0,1518,"1518-08-22",0,0,0,"basel_CH_gid_2661604",0,0,"freiburg_DE_gid_2925177",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_827","827 [CWE] // 827 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"croke_richard_viaf_67250364",0,0,"827 To Richard Croke Louvain, 23 April [1518] [CWE]",1518,"1518-04-23",0,1518,"1518-04-23",1,0,0,"leuven_BE_gid_2792482",0,0,"cambridge_GB_gid_2653941",1,0,"latin","familiar letter","letter_1_to_1"
"gbudé_rep_19","19 [Répertoire]","budé_guillaume_viaf_105878228",0,0,"more_thomas_sir_saint_viaf_29541174",0,0,"Ep 19 A Thomas More. Paris, le 9 septembre 1518",1518,"1518-09-09",0,1518,"1518-09-09",0,0,0,"paris_FR_gid_2988507",0,0,"london_GB_gid_2643743",0,1,"latin","familiar letter","letter_1_to_1"
"era_cwe_776","776 [CWE] // 776 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"more_thomas_sir_saint_viaf_29541174",0,0,"776 To Thomas More Antwerp, 22 February 1518 [CWE]",1518,"1518-02-22",0,1518,"1518-02-22",0,0,0,"antwerpen_BE_gid_2803138",0,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_785","785 [CWE] // 785 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"more_thomas_sir_saint_viaf_29541174",0,0,"785 To Thomas More Louvain, 5 March 1518 [CWE]",1518,"1518-03-05",0,1518,"1518-03-05",0,0,0,"leuven_BE_gid_2792482",0,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_829","829 [CWE] // 829 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"more_thomas_sir_saint_viaf_29541174",0,0,"829 To Thomas More [Louvain, second half of April 1518] [CWE]",1518,"1518-04-15",1,1518,"1518-04-30",1,0,0,"leuven_BE_gid_2792482",1,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_848","848 [CWE] // 848 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"more_thomas_sir_saint_viaf_29541174",0,0,"848 To Thomas More Basel, 31 May [1518] [CWE]",1518,"1518-05-31",0,1518,"1518-05-31",1,0,0,"basel_CH_gid_2661604",0,0,"london_GB_gid_2643743",1,0,"latin","familiar letter","letter_1_to_1"
