"locations_id","geonames_id","locations_name_modern","locations_name_in_edition","locations_modern_state","locations_modern_province","locations_lat","locations_lng","locations_ll_combined","locations_further_annotation"
"oxford_GB_gid_2640729","2640729","Oxford","Oxford","United Kingdom","England","51.75222","-1.25596","51.75222, -1.25596","NULL"
