"Id"	"letter_no_in_edition"	"sender_id"	"sender_as_marked"	"sender_inferred"	"sender_uncertain"	"recipient_id"	"recipient_as_marked"	"recipient_inferred"	"recipient_uncertain"	"label"	"send_date_year1"	"send_date_month1"	"send_date_day1"	"send_date_computable1"	"send_date_has_range"	"send_date_year2"	"send_date_month2"	"send_date_day2"	"send_date_computable2"	"send_date_as_marked"	"send_date_inferred"	"send_date_approx"	"send_date_uncertain"	"Source"	"source_loc_as_marked"	"source_loc_inferred"	"source_loc_uncertain"	"Target"	"target_loc_as_marked"	"target_loc_inferred"	"target_loc_uncertain"	"letter_language"	"letter_type_genus"	"letter_type_x_to_x"	"further_annotation"
"gbudé_rep_73"	"73 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"le_picart_christophe_viaf_unknown"	"Christophe Le Picart"	"0"	"0"	"Ep 73 A Christophe Le Picart. Marly"	"1519"	"09"	NULL	"1519-09-01"	"1"	"1520"	"08"	NULL	"1520-08-31"	NULL	"1"	"0"	"0"	"marly_la_ville_FR_gid_2995653"	"Marly"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"for the date range, September 1519 - August 1520 cf. Répertoire p. 121 n. 1"
"gbudé_rep_74"	"74 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"sadoleto_jacopo_viaf_76326881"	"Jacques Sadolet"	"0"	"0"	"Ep 74 A Jacques Sadolet. Amboise, 14 novembre [1520]"	"1520"	"11"	"14"	"1520-11-14"	"0"	"1520"	"11"	"14"	"1520-11-14"	"14 novembre [1520]"	"1"	"0"	"0"	"amboise_FR_gid_3037902"	"Amboise"	"0"	"0"	"rome_IT_gid_3169070"	"[Rome]"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_75"	"75 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"budé_dreux_ii_viaf_unknown"	"Son fils Dreux"	"0"	"0"	"Ep 75 G. B. à son fils Dreux. Amboise, 20 novembre [1520]"	"1520"	"11"	"20"	"1520-11-20"	"0"	"1520"	"11"	"20"	"1520-11-20"	"20 novembre [1520]"	"1"	"0"	"0"	"amboise_FR_gid_3037902"	"Amboise"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_76"	"76 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"courtin_jean_viaf_unknown"	"Jean Courtin"	"0"	"0"	"Ep 76 A Jean Courtin. Amboise, 20 novembre [1520]"	"1520"	"11"	"20"	"1520-11-20"	"0"	"1520"	"11"	"20"	"1520-11-20"	"20 novembre [1520]"	"1"	"0"	"0"	"amboise_FR_gid_3037902"	"Amboise"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris ]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_77"	"85 [Budé lettres grecques] // 77 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"tusanus_jacobus_viaf_221293349"	"Jacques Toussain"	"0"	"0"	"Ep 77 A Jacques Toussain. Amboise, 20 novembre 1520"	"1520"	"11"	"20"	"1520-11-20"	"0"	"1520"	"11"	"20"	"1520-11-20"	"20 novembre 1520"	"0"	"0"	"0"	"amboise_FR_gid_3037902"	"Amboise"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"1"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 85"
"gbudé_rep_78"	"5 [Budé lettres grecques] // 78 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"brie_germain_de_viaf_227062191"	"Germain de Brie"	"0"	"0"	"Ep 78 A Germain de Brie. Blois, 2 décembre [1520]"	"1520"	"12"	"02"	"1520-12-02"	"0"	"1520"	"12"	"02"	"1520-12-02"	"2 décembre [1520]"	"1"	"0"	"0"	"blois_FR_gid_3032213"	"Blois"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 5"
"gbudé_rep_79"	"6 [Budé lettres grecques] // 79 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"brie_germain_de_viaf_227062191"	"Germain de Brie"	"0"	"0"	"Ep 79 A Germain de Brie. Blois, 19 décembre [1520]"	"1520"	"12"	"19"	"1520-12-19"	"0"	"1520"	"12"	"19"	"1520-12-19"	"19 décembre [1520]"	"1"	"0"	"0"	"blois_FR_gid_3032213"	"Blois"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 6"
"gbudé_rep_80"	"80 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"budé_dreux_ii_viaf_unknown"	"Son fils Dreux"	"0"	"0"	"Ep 80 G. B. à son fils Dreux. Blois, 23 décembre 1520"	"1520"	"12"	"23"	"1520-12-23"	"0"	"1520"	"12"	"23"	"1520-12-23"	"23 décembre 1520"	"0"	"0"	"0"	"blois_FR_gid_3032213"	"Blois"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_81"	"81 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"budé_dreux_ii_viaf_unknown"	"Son fils Dreux"	"0"	"0"	"Ep 81 G. B. à son fils Dreux. Blois, 24 décembre 1520"	"1520"	"12"	"24"	"1520-12-24"	"0"	"1520"	"12"	"24"	"1520-12-24"	"24 décembre 1520"	"0"	"0"	"0"	"blois_FR_gid_3032213"	"Blois"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_82"	"43 [Budé lettres grecques] // 82 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"longolius_christopherus_viaf_12405190"	"Christophe de Longueil"	"0"	"0"	"Ep 82 A Christophe de Longueil. Romorantin, 6 janvier [1521]"	"1521"	"01"	"06"	"1521-01-06"	"0"	"1521"	"01"	"06"	"1521-01-06"	"6 janvier [1521]"	"1"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"Romorantin"	"0"	"0"	"padova_IT_gid_3171728"	"[Padova]"	"1"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 43 // the date specification in Budé lettres grecques is 7 january [1521] for which there is no explanation given"
"gbudé_rep_83"	"83 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"vives_juan_luis_viaf_71399403"	"Louis Vivès"	"0"	"0"	"Ep 83 A Louis Vivès. Romorantin, 10 janvier [1521]"	"1521"	"01"	"10"	"1521-01-10"	"0"	"1521"	"01"	"10"	"1521-01-10"	"10 janvier [1521]"	"1"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"Romorantin"	"0"	"0"	"leuven_BE_gid_2792482"	"[Leuven]"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_84"	"86 [Budé lettres grecques] // 84 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"tusanus_jacobus_viaf_221293349"	"Jacques Toussain"	"0"	"0"	"Ep 84 A Jacques Toussain. Romorantin, 27 janvier 1521"	"1521"	"01"	"27"	"1521-01-27"	"0"	"1521"	"01"	"27"	"1521-01-27"	"27 janvier 1521"	"0"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"Romorantin"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"1"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 86"
"gbudé_rep_85"	"8 [Budé lettres grecques] // 85 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"brie_germain_de_viaf_227062191"	"Germain de Brie"	"0"	"0"	"Ep 85 A Germain de Brie. Romorantin, 28 janvier 1521"	"1521"	"01"	"28"	"1521-01-28"	"0"	"1521"	"01"	"28"	"1521-01-28"	"28 janvier 1521"	"0"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"Romorantin"	"0"	"0"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 8"
"gbudé_rep_86"	"86 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"alciati_andrea_viaf_51699991"	"André Alciat"	"0"	"0"	"Ep 86 A André Alciat. 17 mars 1521, à la suite du Roi"	"1521"	"03"	"17"	"1521-03-17"	"0"	"1521"	"03"	"17"	"1521-03-17"	"17 mars 1521"	"0"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"à la suite du Roi [= Romorantin :CK]"	"0"	"0"	"avignon_FR_gid_3035681"	"[Avignon]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_87"	"87 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"leonicus_thomaeus_nicolaus_viaf_88604630"	"N. Leonicus"	"0"	"0"	"Ep. 87 A N. Leonicus. Romorantin, 18 mars [1521]"	"1521"	"03"	"18"	"1521-03-18"	"0"	"1521"	"03"	"18"	"1521-03-18"	"18 mars [1521]"	"1"	"0"	"0"	"romorantin_lanthenay_FR_gid_2982967"	"Romorantin"	"0"	"0"	"padova_IT_gid_3171728"	"[Padova]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_89"	"67 [Budé lettres grecques] // 89 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"rabelais_françois_viaf_24606939"	"François Rabelais, franciscain"	"0"	"0"	"Ep 89 A François Rabelais, franciscain. De Villeneuve en Bourgogne, 12 avril [1521]"	"1521"	"04"	"12"	"1521-04-12"	"0"	"1521"	"04"	"12"	"1521-04-12"	"12 avril [1521]"	"1"	"0"	"0"	"la_villeneuve_sur_vingeanne_FR_gid_3005488"	"Villeneuve-en-Bourgogne"	"0"	"0"	"fontenay_le_comte_FR_gid_3017921"	"[Fontenay-le-Comte]"	"1"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 67"
"gbudé_rep_90"	"90 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"deloynes_françois_viaf_212150646"	"François Deloynes"	"0"	"0"	"Ep 90 A François Deloynes. 22 avril 1521, à la cour"	"1521"	"04"	"22"	"1521-04-22"	"0"	"1521"	"04"	"22"	"1521-04-22"	"22 avril 1521"	"0"	"0"	"0"	"troyes_FR_gid_2971549"	"à la cour [= Troyes :CK]"	"1"	"1"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_91"	"50 [Budé lettres grecques] // 91 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"du_mayne_guillaume_viaf_2808362"	"Guillaume du Maine"	"0"	"0"	"Ep 91 A Guillaime du Maine. A la cour, 6 mai [1521]"	"1521"	"05"	"06"	"1521-05-06"	"0"	"1521"	"05"	"06"	"1521-05-06"	"6 mai [1521]"	"1"	"0"	"0"	"mussy_sur_seine_FR_gid_2991095"	"A la cour [= Mussy-l'Evêque :CK]"	"1"	"1"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 50"
"gbudé_rep_96"	"96 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"more_thomas_sir_saint_viaf_29541174"	"Thomas More"	"0"	"0"	"Ep 96 A Thomas More. A Dijon, où réside maintenant la cour, 23 mai [1521]"	"1521"	"05"	"23"	"1521-05-23"	"0"	"1521"	"05"	"23"	"1521-05-23"	"23 mai [1521]"	"1"	"0"	"0"	"dijon_FR_gid_3021372"	"A Dijon, où réside maintenant la cour"	"0"	"0"	"london_GB_gid_2643743"	"[London]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"this is also Rogers - Correspondence Thomas More Ep. 102"
"gbudé_rep_98"	"98 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"budé_dreux_ii_viaf_unknown"	"Son fils Dreux"	"0"	"0"	"Ep 98 G. B. à son fils Dreux. De la cour, 3 juin [1521]"	"1521"	"06"	"03"	"1521-06-03"	"0"	"1521"	"06"	"03"	"1521-06-03"	"3 juin [1521]"	"1"	"0"	"0"	"dijon_FR_gid_3021372"	"de la court [= Dijon :CK]"	"1"	"1"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	NULL
"gbudé_rep_99"	"52 [Budé lettres grecques] // 99 [Répertoire]"	"budé_guillaume_viaf_105878228"	"Guillaume Budé"	"0"	"0"	"du_mayne_guillaume_viaf_2808362"	"Guillaume du Maine"	"0"	"0"	"Ep 99 A Guillaume du Maine. A la cour, le 3 juin [1521]"	"1521"	"06"	"03"	"1521-06-03"	"0"	"1521"	"06"	"03"	"1521-06-03"	"le 3 juin [1521]"	"1"	"0"	"0"	"dijon_FR_gid_3021372"	"à la court [=Dijon :CK]"	"0"	"1"	"paris_FR_gid_2988507"	"[Paris]"	"0"	"1"	"greek"	"familiar letter"	"letter_1_to_1"	"this is also Budé lettres grecques No. 52"
