"correspondents_id","type","gender","viaf_id","name_in_edition","known_name_variations","known_name_variations_ref","pob_loc_id","pob_loc_annotation","pob_loc_annotation_ref","dob_year1","dob_month1","dob_day1","dob_computable1","dob_has_range","dob_year2","dob_month2","dob_day2","dob_computable2","dob_annotion","dob_annotion_ref","pod_loc_id","pod_loc_annotation","pod_loc_annotation_ref","dod_year1","dod_month1","dod_day1","dod_computable1","dod_has_range","dod_year2","dod_month2","dod_day2","dod_computable2","dod_annotion","dod_annotion_ref","further_annotation"
"grunnius_[corpus_era]_viaf_unknown","individual","male","unknown","GRUNNIUS","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE II, 140","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 140","unknown_location_XX_gid_unknown","Unknown","COE II, 140","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 140","NULL"
"hacus_christoph_viaf_54963143","individual","male","54963143","Christoph HACK [COE] // Christoph Hack [CWE] // Hack, Christopher [ALLEN]","Hacke // Hacus","COE II, 155","großenehrich_DE_gid_2916643","prob. Grossenehrich, in Thuringia","COE II, 155","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 155","unknown_location_XX_gid_unknown","Unknown","COE II, 155","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 155","NULL"
"heemstede_jan_of_viaf_unknown","individual","male","unknown","Jan of HEEMSTEDE [COE] // Jan of Heemstede [CWE] // Heemstede, John of [ALLEN]","Jan Symons","COE II, 171","heemstede_NL_gid_2754692","Heemstede, near Haarlem","COE II, 171","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 171","unknown_location_XX_gid_unknown","Unknown","COE II, 171","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 171","NULL"
"herema_gerard_van_viaf_unknown","individual","male","unknown","Gerard van HEREMA [COE] // Gerard van Herema [CWE] // Herema, Gerard of [ALLEN]","NULL","NULL","unknown_location_in_the_netherlands_NL_gid_unknown","Unknown","COE II, 182-183","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 182-183","unknown_location_XX_gid_unknown","Unknown","COE II, 182-183","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 182-183","NULL"
"horion_guillaume_de_viaf_unknown","individual","male","unknown","Guillaume de HORION [COE] // Guillaume de Horion [CWE] // Horion, William ab [ALLEN]","Horrion","COE II, 203","unknown_location_in_limburg_BE_gid_unknown","Limburg","COE II, 203","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 203","unknown_location_XX_gid_unknown","Unknown","COE II, 203","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 203","NULL"
"hune_martin_viaf_unknown","individual","male","unknown","Martin HUNE [COE] // Martin Hune [CWE] // Hune, Martin [ALLEN]","Hunus","COE II, 214-215","gittelde_DE_gid_2920268","Gittelde","COE II, 214-215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 214-215","unknown_location_XX_gid_unknown","Unknown","COE II, 214-215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 214-215","NULL"
"janandus_claudius_viaf_unknown","individual","male","unknown","Claudius JANANDUS [COE] // Claudius Janandus [CWE] // Janandus, Claudius [ALLEN]","Iannandus // Janand","COE II, 233","unknown_location_XX_gid_unknown","Unknown","COE II, 233","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 233","unknown_location_XX_gid_unknown","Unknown","COE II, 233","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 233","NULL"
"jan_of_brussels_viaf_unknown","individual","male","unknown","JAN of Brussels [COE] // Jan of Brussels [CWE] // Brussels, John of [ALLEN]","Johannes Bruxellensis // Bruxelanus","COE II, 231-232","unknown_location_XX_gid_unknown","Unknown","COE II, 231-232","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 231-232","unknown_location_XX_gid_unknown","Unknown","COE II, 231-232","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 231-232","NULL"
"jespersen_jacob_viaf_67282045","individual","male","67282045","Jakob JESPERSEN [COE] // Jacob Jespersen [CWE] // Jaspar, Jacobus (Joannes or Jacobus Danus) [ALLEN]","Iasperus // Jasperi // Jacobus Danus","COE II, 234-235","århus_gid_DK_2624652","Aarhus","COE II, 234-235","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 234-235","unknown_location_XX_gid_unknown","Unknown","COE II, 234-235","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 234-235","NULL"
"johannes_maria_armoricus_viaf_unknown","individual","male","unknown","JOHANNES MARIA Armoricus [COE] // Johannes a Mera [CWE] // Maria, John [ALLEN]","NULL","COE II, 239","ciriè_IT_gid_3178650","Ciriè, north of Turin","COE II, 239","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 239","unknown_location_XX_gid_unknown","Unknown","COE II, 239","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","alive in 1935, cf COE entry","COE II, 239","NULL"
"lagnier_simon_viaf_unknown","individual","male","unknown","Simon LAGNIER [COE] // Simon Lagnier [CWE] // Lagnier, Simon (Leignierus) [ALLEN]","Laynier // Leignier // Lenius","COE II, 280","unknown_location_XX_gid_unknown","Unknown","COE II, 280","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 280","unknown_location_XX_gid_unknown","Unknown","COE II, 280","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 280","NULL"
"lange_jean_viaf_unknown","individual","male","unknown","Jean LANGE [COE] // Jean Lange [CWE] // Angelus, John [ALLEN]","Johannes Angelus","COE II, 289-290","unknown_location_in_the_argonne_FR_gid_unknown","Argonne","COE II, 289-290","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 289-290","unknown_location_XX_gid_unknown","Unknown","COE II, 289-290","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 289-290","NULL"
"laurentia_johannes_baptista_viaf_unknown","individual","male","unknown","Johannes Baptista LAURENTIA [COE] // Johannes Baptista Laurentia [CWE] // Laurentia, Ioannes Baptista [ALLEN]","NULL","COE II, 307","unknown_location_XX_gid_unknown","Unknown","COE II, 307","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 307","unknown_location_XX_gid_unknown","Unknown","COE II, 307","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 307","NULL"
"leontius_[corpus_era]_viaf_unknown","individual","male","unknown","LEONTIUS [COE] // Leontius [CWE] // Leontius [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE II, 324","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 324","unknown_location_XX_gid_unknown","Unknown","COE II, 324","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 324","NULL"
"lotzer_johann_(1)_viaf_37256989","individual","male","37256989","Johann (I) LOTZER [COE] // Johann Lotzer [CWE] // Lotzer, John [ALLEN]","Locerus","COE II, 350","horb_am_neckar_DE_gid_2899101","Horb","COE II, 350","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 350","unknown_location_XX_gid_unknown","Unknown","COE II, 350","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 350","NULL"
"louvain_collegium_trilingue_viaf_not_applicable","corporate body","male","not applicable","[Collegium Trilingue] [COE] // Collegium Trilingue [CWE] // Busleiden's College [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"louvain_faculty_of_theology_a_member_of_viaf_unknown","individual","male","unknown","[A Member of the Louvain Faculty of Theology] [COE] // A Member of the Louvain Faculty of Theology [CWE]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"louvain_theologians_of_viaf_not_applicable","corporate body","NULL","not applicable","[Theologians of Louvain] [COE] // The Theologians of Louvain [CWE] // Louvain, Theologians [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"loxanus_georgius_viaf_unknown","individual","male","unknown","Georgius LOXANUS [COE] // Georgius Loxanus [CWE] // Loxanus, George [ALLEN]","Georg von Logkschau // Loschau","COE II, 354-355","unknown_location_XX_gid_unknown","Unknown","COE II, 354-355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 354-355","unknown_location_XX_gid_unknown","Unknown","COE II, 354-355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 354-355","NULL"
"lübeck_a_man_of_viaf_unknown","individual","male","unknown","[A Man of Lübeck] [COE] // A man of Lübeck [CWE] // A man of Lübeck [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"lucinge_philibert_de_viaf_unknown","individual","male","unknown","Philibert de LUCINGE [COE] // Philibert de Lucinge [CWE] // Lucinges, Philibert of [ALLEN]","NULL","NULL","unknown_location_in_the_bugey_region_FR_gid_unknown","Unknown, Bugey region","COE II, 355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","unknown_location_XX_gid_unknown","Unknown","COE II, 355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","NULL"
"ludovicus_[corpus_era_ep_167]_viaf_unknown","individual","male","unknown","LUDOVICUS [COE] // Louis [CWE] // Louis [ALLEN]","NULL","COE II, 355-356","unknown_location_XX_gid_unknown","Unknown","COE II, 355-356","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","unknown_location_XX_gid_unknown","Unknown","COE II, 355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","NULL"
"ludovicus_[corpus_era_ep_790]_viaf_unknown","individual","male","unknown","LUDOVICUS [COE] // Louis [CWE] // Louis [ALLEN]","NULL","COE II, 355-356","unknown_location_XX_gid_unknown","Unknown","COE II, 355-356","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","unknown_location_XX_gid_unknown","Unknown","COE II, 355","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 355","NULL"
"luxembourg_nicolas_de_viaf_unknown","individual","male","unknown","NICHOLAS OF LUXEMBOURG [COE] // Nicholas of Luxemburg [CWE] // Luxembourg, Nicholas of [ALLEN]","Lutzenburgus","COE III, 16-17","unknown_location_XX_gid_unknown","Unknown","COE III, 16-17","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","documented at Louvain in 1520","COE III, 16-17","unknown_location_XX_gid_unknown","Unknown","COE III, 16-17","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 16-17","NULL"
"maillard_nicolas_viaf_74209788","individual","male","74209788","Nicolas MAILLARD [COE] // Nicolas Maillard [CWE] // Mallarius, Nicolaus [ALLEN]","Mallarius","COE II, 369-370","unknown_location_diocese_of_rouen_FR_gid_unknown","Unknown, diocese of Rouen","COE II, 369-370","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 369-370","unknown_location_XX_gid_unknown","Unknown","COE II, 369-370","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 369-370","NULL"
"manius_petrus_viaf_unknown","individual","male","unknown","Petrus MANIUS [COE] // Petrus Manius [CWE] // Manius, Peter [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE II, 373","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 373","unknown_location_XX_gid_unknown","Unknown","COE II, 373","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 373","NULL"
"marletus_claudius_viaf_89243740","individual","male","89243740","Claude LE MARLET [COE] // Claude Le Marlet [CWE] // Morelet du Museau, Claude [ALLEN]","Marletus // Morelet du Museau","COE II, 319","dijon_FR_gid_3021372","prob. Dijon","COE II, 319","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 319","unknown_location_XX_gid_unknown","Unknown","COE II, 319","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 319","NULL"
"martens_joachim_viaf_unknown","individual","male","unknown","Joachim MARTENS [COE] // Joachim Martens [CWE] // Martinius, Joachim [ALLEN]","Martianus, Joachimus Gandavus","COE II, 396","gent_BE_gid_2797656","Ghent","BNB","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 396","unknown_location_XX_gid_unknown","Unknown","COE II, 396","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 396","NULL"
"martinus_[corpus_era]_viaf_unknown","individual","male","unknown","MARTINUS (adressed in Ep. 76 of [July? 1498] [COE] // Martin [CWE] // Martin [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE II, 397-398","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 397-398","unknown_location_XX_gid_unknown","Unknown","COE II, 397-398","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 397-398","NULL"
"merbelius_petrus_viaf_unknown","individual","male","unknown","Petrus MERBELIUS [COE] // Petrus Merbelius [CWE] // Merbelius, Petrus [ALLEN]","Merbel // Marbel // Merbeglio","COE II, 433-434","unknown_location_XX_gid_unknown","Unknown","COE II, 433-434","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 433-434","unknown_location_XX_gid_unknown","Unknown","COE II, 433-434","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 433-434","NULL"
"metz_chapter_of_cathedral_viaf_not_applicable","corporate body","NULL","not applicable","[Chapter of Metz Cathedral] [COE] // Chapter of Metz Cathedral [CWE] // Metz, Chapter [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"mexía_cristóbal_viaf_unknown","individual","male","unknown","Cristóbal MEXÍA [COE] // Crístobal Mexía [CWE] // Mexia, Christopher [ALLEN]","NULL","NULL","sevilla_ES_gid_2510911","prob. Seville","COE II, 439","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 439","unknown_location_XX_gid_unknown","Unknown","COE II, 439","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 439","NULL"
"mitelli_vincenzo_viaf_unknown","individual","male","unknown","Vincenzo MITELLI [COE] // Vincenzo Mitelli [CWE] // Metellus, Vincent [ALLEN]","Metellus","COE II, 445","brescia_IT_gid_3181554","Brescia","COE II, 445","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 445","unknown_location_XX_gid_unknown","Unknown","COE II, 445","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 445","NULL"
"molendino_johannes_de_viaf_unknown","individual","male","uncertain","Johannes de MOLENDINO [COE] // Jean Moliner / Johannes de Molendino [CWE] // Molendino, John de (Molendinus, Molinaris, Molanus) [ALLEN]","Jean Molinier // Molinaris // Molinus","COE II, 446-447","tournai_BE_gid_2785341","prob. Tournai","COE II, 446-447","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 446-447","unknown_location_XX_gid_unknown","Unknown","COE II, 446-447","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 446-447","NULL"
"montfoort_pieter_van_viaf_uncertain","individual","male","uncertain","Pieter van MONTFOORT [COE] // Pieter van Montfoort [CWE] // Montfoert, Peter [ALLEN]","Petrus Montfoert ab Hoeff","COE II, 450","haarlem_NL_gid_2755003","prob. Haarlem","COE II, 450","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 450","unknown_location_XX_gid_unknown","Unknown","COE II, 450","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 450","NULL"
"morin_jean_viaf_unknown","individual","male","unknown","Jean MORIN [COE] // Jean Morin [CWE] // Morin, John [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE II, 462-463","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 462-463","unknown_location_XX_gid_unknown","Unknown","COE II, 462-463","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 462-463","NULL"
"mornieu_pierre_de_viaf_unknown","individual","male","unknown","Pierre de MORNIEU [COE] // Pierre de Mornieu [CWE] // Mornyeu, Peter of [ALLEN]","Mornyeus // Morniosus","COE II, 464","unknown_location_in_france_FR_gid_unknown","Unknown","COE II, 464","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 464","unknown_location_XX_gid_unknown","Unknown","COE II, 464","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 464","NULL"
"morrhy_gérard_viaf_78441521","individual","male","78441521","Gerard MORRHY [COE] // Gerard Morrhy [CWE] // Morrhius, Gerard [ALLEN]","Morrhe // Morrhius Campensis","COE II, 465","kampen_NL_gid_2753106","Kampen, in Overijssel","COE II, 465","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 465","unknown_location_XX_gid_unknown","Unknown","COE II, 465","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE II, 465","NULL"
"nicasius_[corpus_era]_viaf_unknown","individual","male","unknown","NICASIUS [COE] // Nicasius, chaplain of Cambrai [CWE] // Nicasius, Chaplain of Cambray [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 15","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 15","unknown_location_XX_gid_unknown","Unknown","COE III, 15","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 15","NULL"
"nicola_felipe_viaf_unknown","individual","male","unknown","Felipe NICOLA [COE] // Felipe Nicola [CWE] // Nicola, Philip [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 17","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 17","unknown_location_XX_gid_unknown","Unknown","COE III, 17","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 17","NULL"
"niger_bernardus_viaf_unknown","individual","male","unknown","Bernardus NIGER [COE] // Bernardus Niger [CWE] // Niger, Bernard [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 18","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 18","unknown_location_XX_gid_unknown","Unknown","COE III, 18","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 18","NULL"
"northoff_christian_viaf_unknown","individual","male","unknown","Christian NORTHOFF [COE] // Christian Northoff [CWE] // Northoff, Christian [ALLEN]","Noorthoven // Noerthoest // Noorthovius // Nordhave","COE III, 19-20","lübeck_DE_gid_2875601","Lübeck","COE III, 19-20","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 19-20","lübeck_DE_gid_2875601","prob. Lübeck","COE III, 19-20","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 19-20","NULL"
"nyder_konrad_viaf_unknown","individual","male","unknown","Konrad NYDER [COE] // Konrad Nyder [CWE] // Nyder Eppingensis, Conrad [ALLEN]","NULL","NULL","eppingen_DE_gid_2929831","Eppingen","COE III, 21","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 21","unknown_location_XX_gid_unknown","Unknown","COE III, 21","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 21","NULL"
"obrecht_jan_viaf_unknown","individual","male","unknown","Jan OBRECHT [COE] // Jan Obrecht [CWE] // Obrecht, John [ALLEN]","NULL","NULL","unknown_location_in_the_netherlands_NL_gid_unknown","Unknown","COE III, 21","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 21","unknown_location_XX_gid_unknown","Unknown","COE III, 21","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 21","NULL"
"ofhuys_karel_viaf_unknown","individual","male","unknown","Karel OFHUYS [COE] // Karel Ofhuys [CWE] // Ofhuys, Charles [ALLEN]","NULL","NULL","brussels_BE_gid_2800866","Brussels","COE III, 28-29","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 28-29","unknown_location_XX_gid_unknown","Unknown","COE III, 28-29","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 28-29","NULL"
"parcius_thomas_viaf_unknown","individual","male","unknown","Thomas PARCIUS [COE] // Thomas Parcius [CWE] // Parcius, Thomas [ALLEN]","perhaps Parker // Perkins // Percy // Darcy","COE III, 50-51","unknown_location_XX_gid_unknown","Unknown","COE III, 50-51","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 50-51","unknown_location_XX_gid_unknown","Unknown","COE III, 50-51","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 50-51","NULL"
"parentibus_lazarus_a_viaf_unknown","individual","male","unknown","Lazarus a PARENTIBUS [COE] // Lazarus a Parentibus [CWE] // Parentibus, Lazarus a [ALLEN]","NULL","NULL","genoa_IT_gid_3176219","Unknown, possibly Genoa","COE III, 51","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 51","unknown_location_XX_gid_unknown","Unknown","COE III, 51","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 51","NULL"
"paris_faculty_of_theology_of_viaf_not_applicable","corporate body","NULL","not applicable","[Faculty of Theology at Paris] [COE] // The Faculty of Theology of Paris [CWE] // Paris Theologians [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"paris_parliament_of_viaf_not_applicable","corporate body","NULL","not applicable","[Parlement of Paris] [COE] // The Parlement of Paris [CWE] // Paris Parliament [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"patron_a_[corpus_era]_viaf_unknown","individual","male","unknown","[A Patron] [COE] // A Patron, perhaps in The Hague [CWE] // ? [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"phoenix_petrus_viaf_uncertain","individual","male","uncertain","Petrus PHOENIX [COE] // Petrus Phoenix [CWE] // Felix [ALLEN]","Felix // Fénix","COE III, 79","lure_FR_gid_2997076","prob. Lure, between Belfort and Vesoul","COE III, 79","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 79","unknown_location_XX_gid_unknown","Unknown","COE III, 79","NULL","NULL","NULL","1550-01-01","1","NULL","NULL","NULL","1553-12-31","between 1550 and 1553","COE III, 79","NULL"
"pistorius_christopherus_viaf_unknown","individual","male","unknown","Christophorus PISTORIUS [COE] // Christophorus Pistorius [CWE] // Pistorius, Christopher [ALLEN]","Beck","COE III, 97","unknown_location_in_germany_DE_gid_unknown","Unknown","COE III, 97","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 97","unknown_location_XX_gid_unknown","Unknown","COE III, 97","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 97","NULL"
"pistor_matthias_viaf_unknown","individual","male","unknown","Matthias PISTOR [COE] // Matthias Pistor [CWE] // Pistor, Mathias [ALLEN]","NULL","NULL","unknown_location_in_germany_DE_gid_unknown","Unknown","COE III, 95-96","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 95-96","unknown_location_XX_gid_unknown","Unknown","COE III, 95-96","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 95-96","NULL"
"platz_ludwig_viaf_unknown","individual","male","unknown","Ludwig PLATZ [COE] // Ludwig Platz [CWE] // Platz, Louis [ALLEN]","NULL","NULL","melsungen_DE_gid_2872028","Melsungen","COE III, 101","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 101","unknown_location_XX_gid_unknown","Unknown","COE III, 101","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 101","NULL"
"praepositus_edanus_nicolaus_viaf_unknown","individual","male","unknown","Nicolaus PRAEPOSITUS Edanus [COE] // Nicolaus Praepositus Edanus [CWE] // Praepositus, Nicholas [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 117","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 117","unknown_location_XX_gid_unknown","Unknown","COE III, 117","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 117","NULL"
"praus_kilian_viaf_unknown","individual","male","unknown","Kilian PRAUS [COE] // Kilian Praus [CWE] // Chilianus, Clemens (Praüs) [ALLEN]","Chilianus // Clemens // Braxatoris // Brauer","COE III, 117-118","unknown_location_XX_gid_unknown","Unknown","COE III, 117-118","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 117-118","unknown_location_XX_gid_unknown","Unknown","COE III, 117-118","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 117-118","NULL"
