"letters_id","letter_no_in_edition","sender_id","sender_as_marked","sender_inferred","sender_uncertain","recipient_id","recipient_as_marked","recipient_inferred","recipient_uncertain","label","send_date_year1","send_date_month1","send_date_day1","send_date_computable1","send_date_has_range","send_date_year2","send_date_month2","send_date_day2","send_date_computable2","send_date_as_marked","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_as_marked","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_as_marked","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x","further_annotation"
"era_cwe_1002","1002 [CWE] // 1002 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","5375f20d-1943-4735-b423-abf59baadfaa","Nicolas Bérault [CWE]","0","0","1002 To Nicolas Bérault Antwerp, 9 August [1519] [CWE]","1519","08","09","1519-08-09","0","1519","08","09","1519-08-09","9 August [1519] [CWE]","1","0","0","antwerpen_BE_gid_2803138","Antwerp [CWE]","0","0","paris_FR_gid_2988507","[Paris]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1004","1004 [CWE] // 1004 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé [CWE]","0","0","1004 To Guillaume Budé [Antwerp, c 9 August 1519] [CWE]","1519","08","09","1519-08-09","0","1519","08","09","1519-08-09","[c 9 August 1519] [CWE]","1","1","0","antwerpen_BE_gid_2803138","[Antwerp] [CWE]","1","0","paris_FR_gid_2988507","[Paris]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1011","1011 [CWE] // 1011 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1011 From Guillaume Budé Marly, [early September 1519] [CWE]","1519","09","NULL","1519-09-01","1","1519","09","NULL","1519-09-10","[early September 1519] [CWE]","1","0","0","marly_la_ville_FR_gid_2995653","Marly [CWE]","0","0","leuven_BE_gid_2792482","[Leuven]","1","0","greek","familiar letter","letter_1_to_1","NULL"
"era_cwe_1015","1015 [CWE] // 1015 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1015 From Guillaume Budé Marly, 15 September [1519] [CWE]","1519","09","15","1519-09-15","0","1519","09","15","1519-09-15","15 September [1519] [CWE]","1","0","0","marly_la_ville_FR_gid_2995653","Marly [CWE]","0","0","leuven_BE_gid_2792482","[Leuven]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1023","1023 [CWE] // 1023 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé [CWE]","0","0","1023 To Guillaume Budé Louvain, 15 October 1519 [CWE]","1519","10","15","1519-10-15","0","1519","10","15","1519-10-15","15 October 1519 [CWE]","0","0","0","leuven_BE_gid_2792482","Louvain [CWE]","0","0","paris_FR_gid_2988507","[Paris]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1024","1024 [CWE] // 1024 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","5375f20d-1943-4735-b423-abf59baadfaa","Nicolas Bérault [CWE]","0","0","1024 To Nicolas Bérault Louvain, 15 October 1519 [CWE]","1519","10","15","1519-10-15","0","1519","10","15","1519-10-15","15 October 1519 [CWE]","0","0","0","leuven_BE_gid_2792482","Louvain [CWE]","0","0","paris_FR_gid_2988507","[Paris]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1025","1025 [CWE] // 1025 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","eeb88e60-ea26-4029-9e0c-77a8f3f58e5c","Richard Pace [CWE]","0","0","1025 To Richard Pace Louvain, 16 October 1519 [CWE]","1519","10","16","1519-10-16","0","1519","10","16","1519-10-16","16 October 1519 [CWE]","0","0","0","leuven_BE_gid_2792482","Louvain [CWE]","0","0","unknown_location_in_england_GB_gid_unknown","[Unknown Location in England]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1026","1026 [CWE] // 1026 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","fca3ef2d-681d-49ff-b700-1929e91f81a1","Thomas Lupset [CWE]","0","0","1026 To Thomas Lupset Louvain, 16 October 1519 [CWE]","1519","10","16","1519-10-16","0","1519","10","16","1519-10-16","16 October 1519 [CWE]","0","0","0","leuven_BE_gid_2792482","Louvain [CWE]","0","0","oxford_GB_gid_2640729","[Oxford]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1029","1029 [CWE] // 1029 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","0f7bc43b-c60d-4261-a19a-e1e559dc8873","Cuthbert Tunstall [CWE]","0","0","1029 To Cuthbert Tunstall Louvain, 16 October 1519 [CWE]","1519","10","16","1519-10-16","0","1519","10","16","1519-10-16","16 October 1519 [CWE]","0","0","0","leuven_BE_gid_2792482","Louvain [CWE]","0","0","london_GB_gid_2643743","[London]","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1045","1045 [CWE] // 1045 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","Germain de Brie [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1045 From Germain de Brie Paris, [c December] 1519 [CWE]","1519","12","NULL","1519-12-01","1","1519","12","NULL","1519-12-31","[c December] 1519 [CWE]","1","1","0","paris_FR_gid_2988507","Paris [CWE]","0","0","leuven_BE_gid_2792482","[Leuven]","1","0","latin","familiar letter","letter_1_to_1","NULL"
