"letters_id","sender_id","recipient_id","send_date_computable1","source_loc_id","SourceLAT","SourceLNG","target_loc_id","TargetLAT","TargetLNG","GEOM"
"era_ak_1443c","erasmus_desiderius_viaf_95982394","amerbach_bonifacius_viaf_34528701","1524-05-01","basel_CH_gid_2661604","47.5584","7.57327","avignon_FR_gid_3035681","43.94834","4.80892","LINESTRING (7.57327 47.5584 , 4.80892 43.94834) |era_ak_1443c"
"era_allen_2358","erasmus_desiderius_viaf_95982394","melanchthon_philipp_viaf_76319978","1530-08-02","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2358"
"era_allen_2359","erasmus_desiderius_viaf_95982394","stadion_christoph_von_bishop_of_augsburg_viaf_72202625","1530-08-03","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2359"
"era_allen_2361","erasmus_desiderius_viaf_95982394","thüngen_konrad_ii_von_viaf_26411713","1530-08-11","freiburg_DE_gid_2925177","47.9959","7.85222","würzburg_DE_gid_2805615","49.79391","9.95121","LINESTRING (7.85222 47.9959 , 9.95121 49.79391) |era_allen_2361"
"era_allen_2362","erasmus_desiderius_viaf_95982394","stadion_christoph_von_bishop_of_augsburg_viaf_72202625","1530-08-11","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2362"
"era_allen_2363","erasmus_desiderius_viaf_95982394","melanchthon_philipp_viaf_76319978","1530-08-12","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2363"
"era_allen_2365","erasmus_desiderius_viaf_95982394","melanchthon_philipp_viaf_76319978","1530-08-17","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2365"
"era_allen_2366","erasmus_desiderius_viaf_95982394","campeggi_lorenzo_viaf_9837370","1530-08-18","freiburg_DE_gid_2925177","47.9959","7.85222","augsburg_DE_gid_2954172","48.37154","10.89851","LINESTRING (7.85222 47.9959 , 10.89851 48.37154) |era_allen_2366"
"era_allen_2367","erasmus_desiderius_viaf_95982394","blount_charles_v_baron_de_mountjoy_viaf_188706808","1530-08-25","freiburg_DE_gid_2925177","47.9959","7.85222","london_GB_gid_2643743","51.50853","-0.12574","LINESTRING (7.85222 47.9959 , -0.12574 51.50853) |era_allen_2367"
"era_allen_2368","erasmus_desiderius_viaf_95982394","amerbach_bonifacius_viaf_34528701","1530-08-28","freiburg_DE_gid_2925177","47.9959","7.85222","basel_CH_gid_2661604","47.5584","7.57327","LINESTRING (7.85222 47.9959 , 7.57327 47.5584) |era_allen_2368"
"era_allen_2370","erasmus_desiderius_viaf_95982394","schetz_erasmus_viaf_101339450","1530-08-29","freiburg_DE_gid_2925177","47.9959","7.85222","antwerpen_BE_gid_2803138","51.21989","4.40346","LINESTRING (7.85222 47.9959 , 4.40346 51.21989) |era_allen_2370"
"era_allen_2371","erasmus_desiderius_viaf_95982394","pirckheimer_willibald_viaf_27173507","1530-08-29","freiburg_DE_gid_2925177","47.9959","7.85222","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.85222 47.9959 , 11.07752 49.45421) |era_allen_2371"
"era_allen_2375","erasmus_desiderius_viaf_95982394","krzycki_andrzej_viaf_3542950","1530-09-01","freiburg_DE_gid_2925177","47.9959","7.85222","płock_PL_gid_3088825","52.54682","19.70638","LINESTRING (7.85222 47.9959 , 19.70638 52.54682) |era_allen_2375"
"era_allen_2376","erasmus_desiderius_viaf_95982394","szydłowiecki_krzysztof_viaf_18320094","1530-09-02","freiburg_DE_gid_2925177","47.9959","7.85222","kraków_PL_gid_3094802","50.06143","19.93658","LINESTRING (7.85222 47.9959 , 19.93658 50.06143) |era_allen_2376"
"era_allen_2377","erasmus_desiderius_viaf_95982394","tomicki_piotr_viaf_25699004","1530-09-02","freiburg_DE_gid_2925177","47.9959","7.85222","kraków_PL_gid_3094802","50.06143","19.93658","LINESTRING (7.85222 47.9959 , 19.93658 50.06143) |era_allen_2377"
