"letters_id","sender_id","recipient_id","send_date_computable1","source_loc_id","SourceLAT","SourceLNG","target_loc_id","TargetLAT","TargetLNG","GEOM"
"wpirck_bw_1327","d9233b24-a98c-4279-8065-e2ab70c0d080","daa18870-1c1f-4d5a-9cef-f9f93fcece52","1530-10-31","nürnberg_DE_gid_2861650","49.45421","11.07752","ferrara_IT_gid_3177090","44.84346","11.60868","LINESTRING (11.07752 49.45421, 11.60868 44.84346)"
"wpirck_bw_178","d9233b24-a98c-4279-8065-e2ab70c0d080","e921d3e6-9dc2-40e7-9fe6-902dcd5cfe9b","1508-08-28","nürnberg_DE_gid_2861650","49.45421","11.07752","wittenberg_DE_gid_7303020","51.8661","12.64973","LINESTRING (11.07752 49.45421, 12.64973 51.8661)"
"wpirck_bw_192","d9233b24-a98c-4279-8065-e2ab70c0d080","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","1511-07-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_197","d9233b24-a98c-4279-8065-e2ab70c0d080","8c816868-8923-4daa-a154-e00dd8f38dff","1511-10-01","nürnberg_DE_gid_2861650","49.45421","11.07752","stuttgart_DE_gid_2825297","48.78232","9.17702","LINESTRING (11.07752 49.45421, 9.17702 48.78232)"
"wpirck_bw_234","d9233b24-a98c-4279-8065-e2ab70c0d080","8c816868-8923-4daa-a154-e00dd8f38dff","1512-12-01","nürnberg_DE_gid_2861650","49.45421","11.07752","stuttgart_DE_gid_2825297","48.78232","9.17702","LINESTRING (11.07752 49.45421, 9.17702 48.78232)"
"wpirck_bw_272","d9233b24-a98c-4279-8065-e2ab70c0d080","e921d3e6-9dc2-40e7-9fe6-902dcd5cfe9b","1513-10-25","nürnberg_DE_gid_2861650","49.45421","11.07752","wittenberg_DE_gid_7303020","51.8661","12.64973","LINESTRING (11.07752 49.45421, 12.64973 51.8661)"
"wpirck_bw_291","d9233b24-a98c-4279-8065-e2ab70c0d080","0ec03581-0e29-4e21-88cd-139033fd0f9e","1513-11-01","nürnberg_DE_gid_2861650","49.45421","11.07752","basel_CH_gid_2661604","47.5584","7.57327","LINESTRING (11.07752 49.45421, 7.57327 47.5584)"
"wpirck_bw_292","d9233b24-a98c-4279-8065-e2ab70c0d080","c7280d05-7044-4b72-9af8-5dcff8b57743","1513-07-01","nürnberg_DE_gid_2861650","49.45421","11.07752","köln_DE_gid_2886242","50.93333","6.95","LINESTRING (11.07752 49.45421, 6.95 50.93333)"
"wpirck_bw_322","d9233b24-a98c-4279-8065-e2ab70c0d080","853e25f4-7e65-49c4-a737-7fdba57aa66c","1514-06-28","nürnberg_DE_gid_2861650","49.45421","11.07752","wittenberg_DE_gid_7303020","51.8661","12.64973","LINESTRING (11.07752 49.45421, 12.64973 51.8661)"
"wpirck_bw_342","d9233b24-a98c-4279-8065-e2ab70c0d080","0ec03581-0e29-4e21-88cd-139033fd0f9e","1514-12-09","nürnberg_DE_gid_2861650","49.45421","11.07752","basel_CH_gid_2661604","47.5584","7.57327","LINESTRING (11.07752 49.45421, 7.57327 47.5584)"
"wpirck_bw_381","d9233b24-a98c-4279-8065-e2ab70c0d080","8c816868-8923-4daa-a154-e00dd8f38dff","1516-02-10","nürnberg_DE_gid_2861650","49.45421","11.07752","stuttgart_DE_gid_2825297","48.78232","9.17702","LINESTRING (11.07752 49.45421, 9.17702 48.78232)"
"wpirck_bw_384","d9233b24-a98c-4279-8065-e2ab70c0d080","048e0147-58cf-45e5-8312-f52998ca0ee4","1516-02-20","nürnberg_DE_gid_2861650","49.45421","11.07752","dresden_DE_gid_2935022","51.05089","13.73832","LINESTRING (11.07752 49.45421, 13.73832 51.05089)"
"wpirck_bw_387","d9233b24-a98c-4279-8065-e2ab70c0d080","048e0147-58cf-45e5-8312-f52998ca0ee4","1516-04-10","nürnberg_DE_gid_2861650","49.45421","11.07752","dresden_DE_gid_2935022","51.05089","13.73832","LINESTRING (11.07752 49.45421, 13.73832 51.05089)"
