"letters_id","sender_id","recipient_id","send_date_computable1","source_loc_id","SourceLAT","SourceLNG","target_loc_id","TargetLAT","TargetLNG","GEOM"
"wpirck_bw_1006","893a2802-c9ed-4f40-9fa2-d1284334c044","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-01-21","toledo_ES_gid_2510409","39.8581","-4.02263","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (-4.02263 39.8581, 11.07752 49.45421)"
"wpirck_bw_1024","1d206913-3666-4b58-9ec3-ff95863e8f94","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-04-13","basel_CH_gid_2661604","47.5584","7.57327","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.57327 47.5584, 11.07752 49.45421)"
"wpirck_bw_1026a","dba1603f-8714-4349-a9d4-06f69cb86e50","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-04-24","augsburg_DE_gid_2954172","48.37154","10.89851","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (10.89851 48.37154, 11.07752 49.45421)"
"wpirck_bw_1036","1d206913-3666-4b58-9ec3-ff95863e8f94","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-01-01","basel_CH_gid_2661604","47.5584","7.57327","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.57327 47.5584, 11.07752 49.45421)"
"wpirck_bw_1039","4e1811b8-de56-49bd-b14e-64ffae110e46","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-07-07","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1045","3ee5f6cd-ee1c-4774-af66-27271ec71cb3","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-07-29","basel_CH_gid_2661604","47.5584","7.57327","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.57327 47.5584, 11.07752 49.45421)"
"wpirck_bw_1052","2bf9cc2d-d91a-4d46-b38a-c2c0584f1ab0","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-09-10","wittenberg_DE_gid_7303020","51.8661","12.64973","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.64973 51.8661, 11.07752 49.45421)"
"wpirck_bw_1054","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-09-15","kollegiatstift_st_viktor_DE_gid_unknown","49.982778","8.303056","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (8.303056 49.982778, 11.07752 49.45421)"
"wpirck_bw_1055","4e1811b8-de56-49bd-b14e-64ffae110e46","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-09-19","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1057","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-09-27","freiburg_DE_gid_2925177","47.9959","7.85222","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.85222 47.9959, 11.07752 49.45421)"
"wpirck_bw_1059a","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-10-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1061","87af3740-6b36-4e29-b4eb-b699da0ee2ab","d9233b24-a98c-4279-8065-e2ab70c0d080","1526-10-15","leipzig_DE_gid_2879139","51.33962","12.37129","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.37129 51.33962, 11.07752 49.45421)"
"wpirck_bw_1078","a20b6be9-28f9-46c7-b8cd-b6a0014d7d15","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-01-20","venice_IT_gid_3164603","45.43713","12.33265","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.33265 45.43713, 11.07752 49.45421)"
"wpirck_bw_1088","1d206913-3666-4b58-9ec3-ff95863e8f94","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-02-01","basel_CH_gid_2661604","47.5584","7.57327","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.57327 47.5584, 11.07752 49.45421)"
"wpirck_bw_1097","893a2802-c9ed-4f40-9fa2-d1284334c044","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-03-31","valladolid_ES_gid_3106672","41.65518","-4.72372","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (-4.72372 41.65518, 11.07752 49.45421)"
"wpirck_bw_1098","e921d3e6-9dc2-40e7-9fe6-902dcd5cfe9b","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-04-01","altenburg_DE_gid_2957773","50.98763","12.43684","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.43684 50.98763, 11.07752 49.45421)"
"wpirck_bw_1101","e921d3e6-9dc2-40e7-9fe6-902dcd5cfe9b","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-05-05","altenburg_DE_gid_2957773","50.98763","12.43684","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.43684 50.98763, 11.07752 49.45421)"
"wpirck_bw_1105","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-04-26","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1108","4e1811b8-de56-49bd-b14e-64ffae110e46","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-05-08","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1116","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-06-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1117","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-06-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1118","6ffb373e-7884-42c0-b990-a7b11aa129cb","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-06-19","donauwörth_DE_gid_2936253","48.71804","10.7793","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (10.7793 48.71804, 11.07752 49.45421)"
"wpirck_bw_1138","893a2802-c9ed-4f40-9fa2-d1284334c044","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-10-31","burgos_ES_gid_3127461","42.35022","-3.67527","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (-3.67527 42.35022, 11.07752 49.45421)"
"wpirck_bw_1144","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","d9233b24-a98c-4279-8065-e2ab70c0d080","1527-12-05","kollegiatstift_st_viktor_DE_gid_unknown","49.982778","8.303056","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (8.303056 49.982778, 11.07752 49.45421)"
"wpirck_bw_1175","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-05-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1182","8ad99d13-2ff3-4b64-b5aa-253a2613dc74","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-06-30","dresden_DE_gid_2935022","51.05089","13.73832","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (13.73832 51.05089, 11.07752 49.45421)"
"wpirck_bw_1186","4e1811b8-de56-49bd-b14e-64ffae110e46","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-01-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1187","bc50a443-ba15-40b1-a604-f5d5fbe99467","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-08-08","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1195","e921d3e6-9dc2-40e7-9fe6-902dcd5cfe9b","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-10-23","altenburg_DE_gid_2957773","50.98763","12.43684","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (12.43684 50.98763, 11.07752 49.45421)"
"wpirck_bw_1197","249047a8-a9e4-46ca-aff7-410a4999b64b","d9233b24-a98c-4279-8065-e2ab70c0d080","1528-11-01","nürnberg_DE_gid_2861650","49.45421","11.07752","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (11.07752 49.45421, 11.07752 49.45421)"
"wpirck_bw_1206","48011e35-9bac-4ce7-b181-62c64c2e22bc","d9233b24-a98c-4279-8065-e2ab70c0d080","1529-01-23","sélestat_FR_gid_2975233","48.26667","7.45","nürnberg_DE_gid_2861650","49.45421","11.07752","LINESTRING (7.45 48.26667, 11.07752 49.45421)"
