"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_allen_2492","2492 [ALLEN]","pflug_julius_von_viaf_3265533",0,0,"erasmus_desiderius_viaf_95982394",0,0,"2492 From Julius Pflug, Leipzig, 12 May 1531 [ALLEN]",1531,"1531-05-12",0,1531,"1531-05-12",0,0,0,"leipzig_DE_gid_2879139",0,0,"freiburg_DE_gid_2925177",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2537","2537 [ALLEN]","venatorius_thomas_viaf_43677502",0,0,"erasmus_desiderius_viaf_95982394",0,0,"2537 From Thomas Venatorius, Nürnberg, 6 Sept. 1531 [ALLEN]",1531,"1531-09-06",0,1531,"1531-09-06",0,0,0,"nürnberg_DE_gid_2861650",0,0,"freiburg_DE_gid_2925177",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2428","2428 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"thüngen_konrad_ii_von_viaf_26411713",0,0,"2428 To Conrad of Thuengen, Freiburg, 21 Feb. 1531 [ALLEN]",1531,"1531-02-21",0,1531,"1531-02-21",0,0,0,"freiburg_DE_gid_2925177",0,0,"würzburg_DE_gid_2805615",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2446","2446 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"hessus_helius_eobanus_viaf_71412338",0,0,"2446 To Helius Eobanus, Freiburg, 12 March 1531 [ALLEN]",1531,"1531-03-12",0,1531,"1531-03-12",0,0,0,"freiburg_DE_gid_2925177",0,0,"nürnberg_DE_gid_2861650",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2448","2448 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"egnazio_giovanni_battista_viaf_100187526",0,0,"2448 To Baptista Egnatius, Freiburg, 13 March 1531 [ALLEN]",1531,"1531-03-13",0,1531,"1531-03-13",0,0,0,"freiburg_DE_gid_2925177",0,0,"venice_IT_gid_3164603",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2451","2451 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"pflug_julius_von_viaf_3265533",0,0,"2451 To Julius Pflug, Freiburg, 14 March 1531 [ALLEN]",1531,"1531-03-14",0,1531,"1531-03-14",0,0,0,"freiburg_DE_gid_2925177",0,0,"leipzig_DE_gid_2879139",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2457","2457 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"thüngen_konrad_ii_von_viaf_26411713",0,0,"2457 To Conrad of Thuengen, Freiburg, 17 March 1531 [ALLEN]",1531,"1531-03-17",0,1531,"1531-03-17",0,0,0,"freiburg_DE_gid_2925177",0,0,"würzburg_DE_gid_2805615",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2495","2495 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"hessus_helius_eobanus_viaf_71412338",0,0,"2495 To Helius Eobanus, Freiburg, 17 May 1531 [ALLEN]",1531,"1531-05-17",0,1531,"1531-05-17",0,0,0,"freiburg_DE_gid_2925177",0,0,"nürnberg_DE_gid_2861650",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2522","2522 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"pflug_julius_von_viaf_3265533",0,0,"2522 To Julius Pflug, Freiburg, 20 Aug. 1531 [ALLEN]",1531,"1531-08-20",0,1531,"1531-08-20",0,0,0,"freiburg_DE_gid_2925177",0,0,"leipzig_DE_gid_2879139",1,0,"latin","familiar letter","letter_1_to_1"
"era_cde_2518a","2518A [CDE]","erasmus_desiderius_viaf_95982394",0,0,"hessus_helius_eobanus_viaf_71412338",0,0,"2518A À Helius Eobanus, Fribourg, 11 août 1531 [CDE]",1531,"1531-08-11",0,1531,"1531-08-11",0,0,0,"freiburg_DE_gid_2925177",0,0,"nürnberg_DE_gid_2861650",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2572","2572 [ALLEN]","spiegel_jakob_viaf_24846746",0,0,"erasmus_desiderius_viaf_95982394",0,0,"2572 From James Spiegel, Strasbourg, 23 Nov. 1531 [ALLEN]",1531,"1531-11-23",0,1531,"1531-11-23",0,0,0,"strasbourg_FR_gid_2973783",0,0,"freiburg_DE_gid_2925177",1,0,"latin","familiar letter","letter_1_to_1"
"era_allen_2590","2590 [ALLEN]","spiegel_jakob_viaf_24846746",0,0,"erasmus_desiderius_viaf_95982394",0,0,"2590 From James Spiegel, Sélestat, 27 Dec. 1531 [ALLEN]",1531,"1531-12-27",0,1531,"1531-12-27",0,0,0,"sélestat_FR_gid_2975233",0,0,"freiburg_DE_gid_2925177",1,0,"latin","familiar letter","letter_1_to_1"
