"letters_id","Source","Target"
"era_allen_2847","freiburg_DE_gid_2925177","rome_IT_gid_3169070"
"era_allen_2934","freiburg_DE_gid_2925177","siena_IT_gid_3166548"
"era_cwe_1577","basel_CH_gid_2661604","frankfurt_am_main_DE_gid_2925533"
"era_cwe_1632","basel_CH_gid_2661604","bologna_IT_gid_3181928"
"era_cwe_1673","basel_CH_gid_2661604","frankfurt_am_main_DE_gid_2925533"
"era_cwe_1834","basel_CH_gid_2661604","mainz_DE_gid_2874225"
