"letters_id","letter_no_in_edition","sender_id","sender_as_marked","sender_inferred","sender_uncertain","recipient_id","recipient_as_marked","recipient_inferred","recipient_uncertain","label","send_date_year1","send_date_month1","send_date_day1","send_date_computable1","send_date_has_range","send_date_year2","send_date_month2","send_date_day2","send_date_computable2","send_date_as_marked","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_as_marked","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_as_marked","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x","further_annotation"
"era_cwe_1353","1353 [CWE] // 1353 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","Udalricus Zasius [CWE]","0","0","1353 To Udalricus Zasius Basel, [23 March] 1523 [CWE]","1523","3","23","1523-03-23","0","1523","3","23","1523-03-23","[23 March] 1523 [CWE]","1","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","freiburg_DE_gid_2925177","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1360","1360 [CWE] // 1360 [ALLEN]","fca3ef2d-681d-49ff-b700-1929e91f81a1","Thomas Lupset [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1360 From Thomas Lupset Constance, 21 April [1523] [CWE]","1523","4","21","1523-04-21","0","1523","4","21","1523-04-21","21 April [1523] [CWE]","1","0","0","konstanz_DE_gid_2885679","Constance [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1362","1362 [CWE] // 1362 [ALLEN]","a947e7e4-41f3-4f30-acd3-3cb79fbf5e18","Juan Luis Vives [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1362 From Juan Luis Vives Bruges, 10 May 1523 [CWE]","1523","5","10","1523-05-10","0","1523","5","10","1523-05-10","10 May 1523 [CWE]","0","0","0","brugge_BE_gid_2800931","Bruges [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1367","1367 [CWE] // 1367 [ALLEN]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","Cuthbert Tunstall [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1367 From Cuthbert Tunstall London, 3 June 1523 [CWE]","1523","6","5","1523-06-05","0","1523","6","5","1523-06-05","5 June 1523 [CWE]","0","0","0","london_GB_gid_2643743","London [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1369","1369 [CWE] // 1369 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","0f7bc43b-c60d-4261-a19a-e1e559dc8873","Cuthbert Tunstall [CWE]","0","0","1369 To Cuthbert Tunstall Basel, [end of June 1523] [CWE]","1523","6","","1523-06-20","1","1523","6","","1523-06-30","[end of June 1523] [CWE]","1","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","london_GB_gid_2643743","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1370","1370 [CWE] // 1370 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1370 From Guillaume Budé [Paris, c June 1523] [CWE]","1523","6","","1523-06-01","1","1523","6","","1523-06-30","[c June 1523] [CWE]","1","1","0","paris_FR_gid_2988507","[Paris] [CWE]","1","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1375","1375 [CWE] // 1375 [ALLEN]","702846d2-4b22-4fc3-90f2-ae30d88d23c5","Francis I [CWE]","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","1375 From Francis I Saint-Germain-en-Laye, 7 July [1523] [CWE]","1523","7","7","1523-07-07","0","1523","7","7","1523-07-07","7 July [1523] [CWE]","1","0","0","saint_germain_en_laye_FR_gid_2979783","Saint-Germain-en-Laye [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1","NULL"
"era_cwe_1400","1400 [CWE] // 1400 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","702846d2-4b22-4fc3-90f2-ae30d88d23c5","Francis I [CWE]","0","0","1400 To Francis I [Basel], 1 December 1523 [CWE]","1523","12","1","1523-12-01","0","1523","12","1","1523-12-01","1 December 1523 [CWE]","0","0","0","basel_CH_gid_2661604","[Basel] [CWE]","1","0","blois_FR_gid_3032213","","1","0","latin","dedicatory letter","letter_1_to_1","NULL"
"era_cwe_1403","1403 [CWE] // 1403 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","Erasmus of Rotterdam [CWE]","0","0","702846d2-4b22-4fc3-90f2-ae30d88d23c5","Francis I [CWE]","0","0","1403 To Francis I Basel, 17 December 1523 [CWE]","1523","12","17","1523-12-17","0","1523","12","17","1523-12-17","17 December 1523 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","blois_FR_gid_3032213","","1","0","latin","dedicatory letter","letter_1_to_1","NULL"
"gbudé_rep_141","68 [Budé lettres grecques] // 141 [Répertoire]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","Guillaume Budé","0","0","08bc2797-a901-4407-8c0d-e39b72becf3f","François Rabelais, franciscain","0","0","Ep 141 A François Rabelais, franciscain. Paris, 27 janvier [1523]","1523","1","27","1523-01-27","0","1523","1","27","1523-01-27","27 janvier [1523]","1","0","0","paris_FR_gid_2988507","Paris","0","0","fontenay_le_comte_FR_gid_3017921","[Fontenay-le-Comte]","0","1","greek","familiar letter","letter_1_to_1","this is also Budé lettres grecques No. 68"
