Id	geonames_id	locations_name_modern	locations_name_in_edition	locations_modern_state	locations_modern_province	locations_lat	locations_lng	locations_ll_combined	locations_further_annotation
zeitz_DE_gid_2804922	2804922	Zeitz	[Zeitz]	Germany	Saxony-Anhalt	51.04962	12.1369	51.04962, 12.1369	NULL
freiburg_DE_gid_2925177	2925177	Freiburg	Freiburg	Germany	Baden-Württemberg	47.9959	7.85222	47.9959, 7.85222	NULL
venice_IT_gid_3164603	3164603	Venice	Venice	Italy	Veneto	45.43713	12.33265	45.43713, 12.33265	NULL
