"source_loc_id","SourceNameModern","SourceLAT","SourceLNG","target_loc_id","TargetNameModern","TargetLAT","TargetLNG"
"gmunden_AT_gid_2778436","Gmunden","47.91839","13.79933","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"pavia_IT_gid_3171366","Pavia","45.19205","9.15917","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"haguenau_FR_gid_3014078","Haguenau","48.81557","7.79051","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"roding_DE_gid_2845924","Roding","49.19426","12.51956","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"weil_der_stadt_DE_gid_2812625","Weil der Stadt","48.74953","8.87176","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"florence_IT_gid_3176959","Florence","43.77925","11.24626","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"baden_AT_gid_2782067","Baden bei Wien","48.00543","16.23264","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"aschaffenburg_DE_gid_2955272","Aschaffenburg","49.97704","9.15214","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"wiener_neustadt_AT_gid_2761353","Wiener Neustadt","47.8","16.25","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"linz_AT_gid_2772400","Linz","48.30639","14.28611","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"oleśnica_PL_gid_3090170","Oleśnica","51.21338","17.38986","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"fürth_DE_gid_2923544","Fürth","49.47593","10.98856","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"neuburg_an_der_donau_DE_gid_2866070","Neuburg an der Donau","48.73218","11.18709","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"hilpoltstein_DE_gid_2904638","Hilpoltstein","49.19047","11.1906","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"hall_in_tirol_AT_gid_2764958","Hall in Tirol","47.28333","11.51667","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"waischenfeld_DE_gid_2815297","Waischenfeld","49.84645","11.3481","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"freiberg_DE_gid_2925192","Freiberg","50.91089","13.33881","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"wertheim_DE_gid_2810716","Wertheim am Main","49.759","9.50852","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"siena_IT_gid_3166548","Siena","43.31822","11.33064","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"wildberg_DE_gid_2809013","Wildberg","48.62336","8.74518","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"kornburg_DE_gid_2885443","Kornburg","49.35521","11.09885","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"ulm_DE_gid_2820256","Ulm","48.39841","9.99155","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"göppingen_DE_gid_2919054","Göppingen","48.70354","9.65209","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"feldlager_bei_herrenberg_gid_unknown","Feldlager bei Herrenberg","48.59523","8.86648","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"dachsbach_DE_gid_2939608","Dachsbach","49.64051","10.70652","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"amberg_DE_gid_2956656","Amberg","49.44287","11.86267","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"weißenburg_in_bayern_DE_gid_2811909","Weißenburg in Bayern","49.03095","10.97221","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"zeil_DE_gid_2805008","Zeil","50.00986","10.5947","neunhof_DE_gid_2864443","Neunhof","49.55495","11.23017"
"ebernburg_castle_DE_gid_unknown","Burg Ebernburg","49.807044","7.838608","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"wiesensteig_DE_gid_2809214","Wiesensteig","48.56127","9.6254","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"pamplona_ES_gid_3114472","Pamplona","42.81687","-1.64323","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"trento_IT_gid_3165243","Trento","46.06787","11.12108","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"kirchehrenbach_DE_gid_2890592","Kirchehrenbach","49.73333","11.15","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"jena_DE_gid_2895044","Jena","50.92878","11.5899","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"schloss_münchsdorf_DE_gid_unknown","Schloss Münchsdorf","48.588261","12.903188","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"zürich_CH_gid_2657896","Zürich","47.36667","8.55","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"solothurn_CH_gid_2658564","Solothurn","47.20791","7.53714","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"schloss_schillingsfürst_DE_gid_unknown","Schloss Schillingsfürst","49.289997","10.257241","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"garmisch_partenkirchen_DE_gid_2922530","Garmisch-Partenkirchen","47.49209","11.09576","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"bolzano_IT_gid_3181913","Bolzano","46.49067","11.33982","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"marienburg_abbey_DE_gid_unknown","Marienburg Abbey","49.235","10.965278","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"langenburg_DE_gid_2881128","Langenburg","49.25401","9.85673","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
"kitzingen_DE_gid_2890158","Kitzingen","49.73973","10.15072","nürnberg_DE_gid_2861650","Nuremberg","49.45421","11.07752"
