"Total number of correspondents for whom the dataset contains only letters written to them from Erasmus but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written to them from Erasmus but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains only letters written from them to Erasmus but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written from them to Erasmus but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains a reciprocal correspondence with Erasmus","Percentage of the total number of correspondents for whom the dataset contains a reciprocal correspondence with Erasmus of the total number of correspondents"
"317","44.7","118","16.6","274","38.6"
