"Number of letters written by Erasmus","Percentage of the number of letters written by Erasmus of the total number of letters in the dataset","Number of letters written to Erasmus","Percentage of the number of letters written to Erasmus of the total number of letters in the dataset"
"1959","63.2","1142","36.8"
