"Total number of correspondents for whom the dataset contains only letters written to them by Erasmus but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written to them by Erasmus but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains only letters written by them to Erasmus but not vice versa","Percentage of the total number of correspondents for whom the dataset contains only letters written by them to Erasmus but not vice versa of the total number of correspondents","Total number of correspondents for whom the dataset contains a reciprocal correspondence with Erasmus","Percentage of the total number of correspondents for whom the dataset contains a reciprocal correspondence with Erasmus of the total number of correspondents"
"316","44.5","120","16.9","274","38.6"
