"letters_id","letter_no_in_edition","sender_id","sender_as_marked","sender_inferred","sender_uncertain","recipient_id","recipient_as_marked","recipient_inferred","recipient_uncertain","label","send_date_year1","send_date_month1","send_date_day1","send_date_computable1","send_date_has_range","send_date_year2","send_date_month2","send_date_day2","send_date_computable2","send_date_as_marked","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_as_marked","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_as_marked","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x","further_annotation"
"gbudé_lg_34","34 [Budé lettre grecques]","lascaris_janus_viaf_32142389","Jean Lascaris [Budé lettres grecques]","0","0","budé_guillaume_viaf_105878228","Guillaume Budé [Budé lettres grecques]","0","0","Ep 34 Lascaris à Budé. Venise, 2 août [1524] [Budé lettres grecques]","1524","08","02","1528-08-02","0","1524","08","02","1528-08-02","2 août [1524]","1","0","0","venice_IT_gid_3164603","Venise","0","0","unknown_location_in_france_FR_gid_unknown","[Unknown Location in France]","1","0","greek","familiar letter","letter_1_to_1",""
"era_cwe_1511","1511 [CWE] // 1511 [ALLEN]","sadoleto_jacopo_viaf_76326881","Jacopo Sadoleto [CWE]","0","0","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","1511 From Jacopo Sadoleto Rome, 6 November 1524 [CWE]","1524","11","06","1524-11-06","0","1524","11","06","1524-11-06","6 November 1524 [CWE]","0","0","0","rome_IT_gid_3169070","Rome [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1",""
"era_cwe_1439","1439 [CWE] // 1439 [ALLEN]","budé_guillaume_viaf_105878228","Guillaume Budé [CWE]","0","0","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","1439 From Guillaume Budé Paris, 11 April [1524] [CWE]","1524","04","11","1524-04-11","0","1524","04","11","1524-04-11","11 April [1524] [CWE]","1","0","0","paris_FR_gid_2988507","Paris [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1",""
"era_cwe_1446","1446 [CWE] // 1446 [ALLEN]","budé_guillaume_viaf_105878228","Guillaume Budé [CWE]","0","0","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","1446 From Guillaume Budé Paris, 8 May [1524] [CWE]","1524","05","08","1524-05-08","0","1524","05","08","1524-05-08","8 May [1524] [CWE]","1","0","0","paris_FR_gid_2988507","Paris [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1",""
"gbudé_rep_149","14 [Budé lettres grecques] // 149 [Répertoire]","budé_guillaume_viaf_105878228","Guillaume Budé","0","0","brie_germain_de_viaf_227062191","Germain de Brie","0","0","Ep 149 A Germain de Brie. Avignon, 12 septembre [1524]","1524","09","12","1524-09-12","0","1524","09","12","1524-09-12","12 septembre [1524]","1","0","0","avignon_FR_gid_3035681","Avignon","0","0","paris_FR_gid_2988507","[Paris]","0","1","greek","familiar letter","letter_1_to_1","this is also Budé lettres grecques No. 14"
"gbudé_rep_150","35 [Budé lettres grecques] // 150 [Répertoire]","budé_guillaume_viaf_105878228","Guillaume Budé","0","0","lascaris_janus_viaf_32142389","Janus Lascaris","0","0","Ep 150 A Janus Lascaris. De Lyon, où se trouve encore la Régente, 14 octobre [1524]","1524","10","14","1524-10-14","0","1524","10","14","1524-10-14","14 octobre [1524]","1","0","0","lyon_FR_gid_2996944","De Lyon, où se trouve encore la Régente","0","0","unknown_location_in_italy_IT_gid_unknown","[Unknown Location in Italy]","0","1","greek","familiar letter","letter_1_to_1","this is also Budé lettres grecques No. 35"
"gbudé_rep_153","88 [Budé lettres grecques] // 153 [Répertoire]","budé_guillaume_viaf_105878228","Guillaume Budé","0","0","tusanus_jacobus_viaf_221293349","Jacques Toussain","0","0","Ep 153 A Jacques Toussain. De Lyon, où se trouve la cour de la Régente, tandis que le Roi envahit le Milanais, 16 novembre [1524]","1524","11","16","1524-11-16","0","1524","11","16","1524-11-16","16 novembre [1524]","1","0","0","lyon_FR_gid_2996944","De Lyon, où se trouve la cour de la Régente, tandis que le Roi envahit le Milanais","0","0","paris_FR_gid_2988507","[Paris]","1","1","greek","familiar letter","letter_1_to_1","this is also Budé lettres grecques No. 88"
"gbudé_lg_87","87 [Budé lettre grecques]","tusanus_jacobus_viaf_221293349","Jacques Toussain [Budé lettres grecques]","0","0","budé_guillaume_viaf_105878228","Guillaume Budé [Budé lettres grecques]","0","0","Ep 87 Toussain à Budé. Bonnefont, 24 août [1524] [Budé lettres grecques]","1524","08","24","1524-08-24","0","1524","08","24","1524-08-24","24 août [1524]","1","0","0","bonnefont_FR_gid_3031759","Bonnefont","0","0","unknown_location_in_france_FR_gid_unknown","[Unknown Location in France]","1","0","greek","familiar letter","letter_1_to_1",""
"era_cwe_1487","1487 [CWE] // 1487 [ALLEN]","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","tunstall_cuthbert_viaf_22160214","Cuthbert Tunstall [CWE]","0","0","1487 To Cuthbert Tunstall Basel, 4 September 1524 [CWE]","1524","09","04","1524-09-04","0","1524","09","04","1524-09-04","4 September 1524 [CWE]","0","0","0","basel_CH_gid_2661604","Basel [CWE]","0","0","london_GB_gid_2643743","","1","0","latin","familiar letter","letter_1_to_1",""
"era_cwe_1531","1531 [CWE] // 1531 [ALLEN]","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","vives_juan_luis_viaf_71399403","Juan Luis Vives [CWE]","0","0","1531 To Juan Luis Vives Basel, 27 December 1524 [CWE]","1524","12","27","1524-12-27","0","1524","12","27","1524-12-27","27 December 1524 [CWE]","0","0","0","london_GB_gid_2643743","Basel [CWE]","0","0","brugge_BE_gid_2800931","","1","0","latin","familiar letter","letter_1_to_1",""
"era_cwe_1455","1455 [CWE] // 1455 [ALLEN]","vives_juan_luis_viaf_71399403","Juan Luis Vives [CWE]","0","0","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","1455 From Juan Luis Vives Bruges, 16 June 1524 [CWE]","1524","06","16","1524-06-16","0","1524","06","16","1524-06-16","16 June 1524 [CWE]","0","0","0","brugge_BE_gid_2800931","Bruges [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1",""
"era_cwe_1513","1513 [CWE] // 1513 [ALLEN]","vives_juan_luis_viaf_71399403","Juan Luis Vives [CWE]","0","0","erasmus_desiderius_viaf_95982394","Erasmus of Rotterdam [CWE]","0","0","1513 From Juan Luis Vives London, 13 November 1524 [CWE]","1524","11","13","1524-11-13","0","1524","11","13","1524-11-13","13 November 1524 [CWE]","0","0","0","london_GB_gid_2643743","London [CWE]","0","0","basel_CH_gid_2661604","","1","0","latin","familiar letter","letter_1_to_1",""
