"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_119","119 [CWE] // 119 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"119 To Jacob Batt [Paris, February 1500] [CWE]",1500,"1500-02-02",1,1500,"1500-02-28",1,0,0,"paris_FR_gid_2988507",1,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_121","121 [CWE] // 121 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"9a596260-d0b8-4798-80d7-46c88edfe20c",0,0,"121 To Robert Gaguin Paris, March [1500] [CWE]",1500,"1500-03-01",1,1500,"1500-03-31",1,0,0,"paris_FR_gid_2988507",0,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_122","122 [CWE] // 122 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"9a596260-d0b8-4798-80d7-46c88edfe20c",0,0,"122 To Robert Gaguin [Paris, March] 1500 [CWE]",1500,"1500-03-01",1,1500,"1500-03-31",1,0,0,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_123","123 [CWE] // 123 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"123 To Jacob Batt Paris [March 1500] [CWE]",1500,"1500-03-01",1,1500,"1500-03-31",1,0,0,"paris_FR_gid_2988507",0,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_124","124 [CWE] // 124 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"124 To Jacob Batt Paris, 12 April [1500] [CWE]",1500,"1500-04-12",0,1500,"1500-04-12",0,0,0,"paris_FR_gid_2988507",0,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_125","125 [CWE] // 125 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"be1dcbc4-3987-472a-b4a0-c3305ead139f",0,1,"125 To an unnamed person [Paris, spring 1500] [CWE]",1500,"1500-03-01",1,1500,"1500-05-31",1,0,0,"paris_FR_gid_2988507",1,0,"unknown_location_XX_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_126","126 [CWE] // 126 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"ee272595-c784-447c-a46c-0bf458438fef",0,0,"126 To William Blount, Lord Mountjoy Paris [June 1500] [CWE]",1500,"1500-06-01",1,1500,"1500-06-30",1,0,0,"paris_FR_gid_2988507",0,0,"greenwich_GB_gid_2647937",1,0,"latin","dedicatory letter","letter_1_to_1"
"era_cwe_127","127 [CWE] // 127 [ALLEN]","a89f8328-a75d-4bae-98c9-6ff8ad7c5a95",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"127 From Fausto Andrelini Paris, 15 June 1500 [CWE]",1500,"1500-06-15",0,1500,"1500-06-15",0,0,0,"paris_FR_gid_2988507",0,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_128","128 [CWE] // 128 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"128 To Jacob Batt Paris [July 1500] [CWE]",1500,"1500-07-01",1,1500,"1500-07-31",1,0,0,"paris_FR_gid_2988507",0,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_129","129 [CWE] // 129 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"129 To Jacob Batt Paris [beginning of September 1500] [CWE]",1500,"1500-09-01",1,1500,"1500-09-10",1,0,0,"paris_FR_gid_2988507",0,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_130","130 [CWE] // 130 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"130 To Jacob Batt [Orléans, September 1500] [CWE]",1500,"1500-09-10",1,1500,"1500-09-30",1,0,0,"orléans_FR_gid_2989317",1,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_131","131 [CWE] // 131 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"ed7fcde0-6afc-4cf4-ba0d-85bce2dd5567",0,0,"131 To Augustin Vincent [Orléans, September 1500] [CWE]",1500,"1500-09-10",1,1500,"1500-09-30",1,0,0,"orléans_FR_gid_2989317",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_132","132 [CWE] // 132 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"8d0b68cc-7edf-46a2-9a23-b8cb9cc6069e",0,0,"132 To a physician for a friend [Orléans, September 1500] [CWE]",1500,"1500-09-10",1,1500,"1500-09-30",1,0,0,"orléans_FR_gid_2989317",1,0,"unknown_location_XX_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_133","133 [CWE] // 133 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"f0a5b2fe-0cdc-4bbd-9a0b-5e40b955107e",0,0,"133 To Jacob Batt Orléans [end of September 1500] [CWE]",1500,"1500-09-20",1,1500,"1500-09-30",1,0,0,"orléans_FR_gid_2989317",0,0,"tournehem_sur_la_hem_FR_gid_2972235",1,0,"latin","familiar letter","letter_1_to_1"
