"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_67","67 [CWE] // 67 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"9a596260-d0b8-4798-80d7-46c88edfe20c",0,0,"67 To Robert Gaguin [Paris, c January] 1498 [CWE]",1498,"1498-01-01",1,1498,"1498-01-31",1,1,0,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_68","68 [CWE] // 68 [ALLEN]","9a596260-d0b8-4798-80d7-46c88edfe20c",0,0,"17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"68 From Robert Gaguin [Paris, c January] 1498 [CWE]",1498,"1498-01-01",1,1498,"1498-01-31",1,1,0,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_69","69 [CWE] // 69 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"de65add7-9fe8-4882-8f45-393f3e7a6c45",0,0,"69 To Thomas Grey [Paris, February] 1498 [CWE]",1498,"1498-02-01",1,1498,"1498-02-28",1,0,0,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_70","70 [CWE] // 70 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"9ff4a6cc-5615-469b-924a-fca58cc46504",0,0,"70 To Christian Northoff Paris, 13 February 1498 [CWE]",1498,"1498-02-13",0,1498,"1498-02-13",0,0,0,"paris_FR_gid_2988507",0,0,"lübeck_DE_gid_2875601",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_71","71 [CWE] // 71 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"b43f00b7-1c5f-4980-8173-2b469d88859b",0,0,"71 To Robert Fisher [Paris, March 1498?] [CWE]",1498,"1498-03-01",1,1498,"1498-03-31",1,0,1,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","dedicatory letter","letter_1_to_1"
"era_cwe_72","72 [CWE] // 72 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"9ff4a6cc-5615-469b-924a-fca58cc46504",0,0,"72 To Christian Northoff Paris [March 1498?] [CWE]",1498,"1498-03-01",1,1498,"1498-03-31",1,0,1,"paris_FR_gid_2988507",0,0,"lübeck_DE_gid_2875601",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_73","73 [CWE] // 73 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"88caeff8-1d27-4005-b059-1b6b4d577872",0,0,"73 To Jan Mombaer Paris [April 1498?] [CWE]",1498,"1498-04-01",1,1498,"1498-04-30",1,0,1,"paris_FR_gid_2988507",0,0,"st_séverin_abbey_FR_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_74","74 [CWE] // 74 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"25386e84-76c8-418b-9289-6d16558ddc5e",0,0,"74 To Nicolaas Werner [Paris, c April 1498] [CWE]",1498,"1498-04-01",1,1498,"1498-04-30",1,1,0,"paris_FR_gid_2988507",1,0,"steyn_monastery_NL_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_75","75 [CWE] // 75 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"7cf1008c-6d0d-48af-b686-f99a867fda90",0,0,"75 To Arnoldus Bostius [Paris, c April 1498] [CWE]",1498,"1498-04-01",1,1498,"1498-04-30",1,1,0,"paris_FR_gid_2988507",1,0,"gent_BE_gid_2797656",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_76","76 [CWE] // 76 [ALLEN]","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf",0,0,"ecbf6eb8-e2e8-48f8-a46a-2e34c0cd604c",0,0,"76 To Martin Brussels [July? 1498] [CWE]",1498,"1498-07-01",1,1498,"1498-07-31",1,0,1,"brussels_BE_gid_2800866",0,0,"unknown_location_XX_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
