"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_182","182 [CWE] // 182 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"fisher_christopher_viaf_unknown",0,0,"182 To Christopher Fisher Paris, [about March] 1505 [CWE]",1505,"1505-03-01",1,1505,"1505-03-31",1,1,0,"paris_FR_gid_2988507",0,0,"unknown_location_in_england_GB_gid_unknown",1,0,"latin","dedicatory letter","letter_1_to_1"
"era_cwe_183","183 [CWE] // 183 [ALLEN]","badius_josse_viaf_44352439",0,0,"erasmus_desiderius_viaf_95982394",0,0,"183 From Josse Bade [Paris], 7 March 1505 [CWE]",1505,"1505-03-07",0,1505,"1505-03-07",0,0,0,"paris_FR_gid_2988507",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_184","184 [CWE] // 184 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"gillis_pierre_viaf_12425170",0,0,"184 To Pieter Gillis Paris, [about March 1505] [CWE]",1505,"1505-03-01",1,1505,"1505-03-31",1,1,0,"paris_FR_gid_2988507",0,0,"antwerpen_BE_gid_2803138",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_185","185 [CWE] // 185 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"rogerus_servatius_viaf_unknown",0,0,"185 To Servatius Rogerus London, [end of 1505?] [CWE]",1505,"1505-11-01",1,1505,"1505-12-31",1,0,1,"london_GB_gid_2643743",0,0,"steyn_monastery_NL_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_186","186 [CWE] // 186 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"theodericus_franciscus_viaf_unknown",0,0,"186 To Franciscus Theodericus London, [end of 1505?] [CWE]",1505,"1505-11-01",1,1505,"1505-12-31",1,0,1,"london_GB_gid_2643743",0,0,"steyn_monastery_NL_gid_unknown",1,0,"latin","familiar letter","letter_1_to_1"
